lemmas,positif_oneriler
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['numara', 'i̇nternet', 'pupa', 'hafta', 'iyi']","['pupa hafta', 'hafta iyi', 'hafta', 'iyi', 'numara']"
['iyi'],['iyi']
"['iyi', 'harbi']","['iyi harbi', 'iyi', 'harbi']"
['iyi'],['iyi']
"['herkes', 'emek', 'sağlık', 'iyi', 'yara']","['sağlık iyi', 'iyi yara', 'sağlık', 'herkes emek', 'iyi']"
"['iyi', 'şifre', 'unut', 'hesap', 'don', 'posta', 'yok']","['şifre unut', 'iyi şifre', 'şifre', 'hesap don', 'posta yok']"
"['iyi', 'geçen', 'gün', 'geliş']","['gün geliş', 'geçen gün', 'iyi geçen', 'iyi', 'gün']"
['iyi'],['iyi']
"['fayda', 'yem', 'birçok', 'banka', 'iyi', 'kalite', 'hız', 'paycel']","['kalite hız', 'banka iyi', 'birçok banka', 'iyi kalite', 'banka']"
['iyi'],['iyi']
"['arkadaş', 'bugün', 'kadar', 'iyi', 'kullan', 'bugün', 'sonra', 'kadar', 'rezil', 'öğren', 'yeni', 'yatırım', 'özellik', 'altın', 'sat', 'resmen', 'rezalet', 'resmen', 'haraç', 'kes', 'yatırım', 'geri', 'yatır']","['yatırım geri', 'yeni yatırım', 'özellik altın', 'yatırım özellik', 'kes yatırım']"
"['iyi', 'beğendi', 'müthiş']","['beğendi müthiş', 'iyi beğendi', 'müthiş', 'beğendi', 'iyi']"
['iyi'],['iyi']
"['şua', 'kadar', 'sorun', 'yaşa', 'iyi']","['yaşa iyi', 'şua kadar', 'kadar sorun', 'iyi', 'sorun yaşa']"
"['iyi', 'salla', 'topla', 'zaman', 'puan', 'ara', 'yüksek', 'puan']","['zaman puan', 'topla zaman', 'yüksek puan', 'ara yüksek', 'zaman']"
"['güzel', 'yorum', 'yıldız', 'hak', 'düşün', 'hediye', 'i̇nternet', 'anla', 'gerek', 'varit', 'siz', 'düzgün', 'cep', 'lazım', 'hal', 'müşteri', 'anla', 'maalesef']","['düşün hediye', 'hal müşteri', 'lazım hal', 'güzel yorum', 'müşteri anla']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'geçen', 'gün', 'geliş', 'kullanım', 'alan', 'yaygın', 'çalış', 'bulun', 'fatura', 'öde', 'elektrik', 'fatura', 'boğazi̇çi̇', 'elektrik', 'öde', 'konu', 'çalış', 'sevin', 'bide', 'kart', 'para', 'yüklem', 'nokta', 'artır', 'güzel']","['fatura öde', 'bulun fatura', 'öde konu', 'elektrik öde', 'öde elektrik']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'insan', 'baş']","['iyi insan', 'insan baş', 'iyi', 'baş', 'insan']"
"['team', 'cüzdan', 'kod', 'kaldır', 'yardımcı', 'geri', 'getir', 'iyi']","['team cüzdan', 'geri getir', 'cüzdan kod', 'cüzdan', 'yardımcı geri']"
"['iyi', 'tavsiye', 'i̇nternet']","['iyi tavsiye', 'tavsiye nternet', 'tavsiye', 'iyi', 'nternet']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'anla']","['iyi anla', 'iyi', 'anla']"
"['iyi', 'iyi', 'beleş', 'i̇nternet']","['iyi beleş', 'iyi', 'iyi iyi', 'beleş', 'nternet']"
"['aylık', 'gayet', 'iyi']","['aylık gayet', 'aylık', 'gayet iyi', 'iyi', 'gayet']"
"['şifre', 'yenile', 'ait', 'hesap', 'mail', 'gönder']","['hesap mail', 'şifre yenile', 'mail gönder', 'mail', 'şifre']"
['iyi'],['iyi']
"['gayet', 'iyi', 'fatura', 'hat', 'fatura', 'öde', 'para', 'kazan', 'kampanya', 'var', 'puan', 'birik', 'i̇nternet', 'birçok', 'kod', 'hiçbir', 'işlem', 'hata', 'gör', 'puan', 'google', 'olay', 'kod', 'iyi', 'puan', 'boşa', 'git', 'kart', 'kart', 'fazla', 'alışveriş', 'fatura', 'hat', 'sahip', 'insan', 'işlem', 'kolay', 'kampanya', 'fayda', 'basit', 'arayüz', 'sev', 'yer', 'kötü', 'yorum', 'destek', 'yardım']","['iyi fatura', 'fatura öde', 'alışveriş fatura', 'kod iyi', 'fazla alışveriş']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
['iyi'],['iyi']
"['yıldız', 'bile', 'haket', 'wi̇fi̇', 'bağlantı', 'kapa', 'kapa', 'sonra', 'iyi', 'papara', 'yazık']","['yıldız bile', 'yıldız', 'kapa sonra', 'bile haket', 'papara yazık']"
"['iyi', 'sıkıntızi', 'var', 'hafta', 'puan', 'biraz', 'fazla', 'iyi', 'yıldız', 'kır']","['hafta puan', 'var hafta', 'iyi yıldız', 'fazla iyi', 'iyi sıkıntızi']"
['iyi'],['iyi']
"['iyi', 'iyi', 'gerek', 'hediye', 'kaldriyo', 'mesela', 'kazı', 'kazan', 'kardeş', 'doğru', 'düzgün', 'puan', 'zan', 'kaldır']","['gerek hediye', 'hediye kaldriyo', 'mesela kazı', 'hediye', 'kazan kardeş']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'turkcell']","['iyi turkcell', 'turkcell', 'iyi']"
['iyi'],['iyi']
"['küçük', 'yaş', 'harçlık', 'istem', 'mantık', 'güzel', 'yaş', 'sınır', 'iyi']","['yaş sınır', 'yaş harçlık', 'küçük yaş', 'güzel yaş', 'yaş']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['mükemmel', 'fırsat', 'bayan', 'indirim', 'var', 'öner', 'sev', 'siz']","['fırsat bayan', 'bayan indirim', 'mükemmel fırsat', 'indirim var', 'sev siz']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['puan', 'kazan', 'biraz', 'ödül', 'iyi']","['ödül iyi', 'biraz ödül', 'kazan biraz', 'puan kazan', 'ödül']"
"['iyi', 'çekim', 'kullanım', 'ücret', 'biraz', 'iyi', 'mükemmel']","['iyi çekim', 'biraz iyi', 'iyi mükemmel', 'ücret biraz', 'iyi']"
"['oley', 'oley', 'oley', 'böyle', 'süper']","['oley böyle', 'böyle', 'oley oley', 'böyle süper', 'süper']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'dır']","['iyi dır', 'iyi', 'dır']"
['iyi'],['iyi']
"['vallahi', 'iyi']","['vallahi iyi', 'iyi', 'vallahi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['biraz', 'iyi', 'süper']","['biraz iyi', 'iyi süper', 'iyi', 'süper', 'biraz']"
['iyi'],['iyi']
"['adam', 'asma', 'güzel', 'oyun', 'saçma', 'kelime', 'bil', 'kelime', 'iyi', 'bide', 'puan', 'oda', 'süre', 'koy', 'puan', 'birik', 'hiçbir', 'şekil']","['saçma kelime', 'oyun saçma', 'kelime bil', 'kelime iyi', 'bil kelime']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'para', 'çekim', 'keşke', 'taksit']","['keşke taksit', 'güzel para', 'çekim keşke', 'para çekim', 'güzel']"
"['i̇grenc', 'önce', 'bakiye', 'iken', 'şimdi', 'düşür', 'his', 'iyi', 'göster']","['düşür', 'iyi göster', 'şimdi düşür', 'bakiye iken', 'grenc önce']"
"['iyi', 'kesinlikle', 'yükle']","['kesinlikle yükle', 'iyi kesinlikle', 'iyi', 'kesinlikle', 'yükle']"
"['don', 'sürekli', 'güncelle', 'lazım', 'hariç', 'güzel']","['güncelle lazım', 'hariç güzel', 'güncelle', 'sürekli güncelle', 'lazım']"
"['iyi', 'güzel', 'devam', 'böyle', 'devam', 'artı', 'son', 'çekiliş', 'iyi']","['güzel devam', 'çekiliş iyi', 'böyle devam', 'devam', 'devam böyle']"
"['önce', 'iyi', 'kere', 'mükemmeldişimdi', 'iyi', 'değil']","['kere mükemmeldişimdi', 'mükemmeldişimdi iyi', 'iyi değil', 'mükemmeldişimdi', 'iyi kere']"
['iyi'],['iyi']
"['böyle', 'yok', 'güç', 'suç', 'yorum', 'sil', 'iyi', 'zaman']","['suç yorum', 'güç suç', 'yorum sil', 'suç', 'iyi zaman']"
"['şifre', 'unut', 'telefon', 'değiş', 'yeni', 'şifre', 'eski', 'posta', 'adres', 'git', 'yeni', 'posta', 'güncelle', 'şifre', 'yenile', 'başka', 'şekil', 'alternatif', 'sun', 'insan', 'zora', 'koş', 'kere', 'yardımcı', 'müşteri', 'türkcell', 'yıldız', 'konu', 'mecbur']","['şifre unut', 'güncelle şifre', 'şifre yenile', 'yeni şifre', 'şifre eski']"
"['böyle', 'rezil', 'site', 'paycel', 'kazı', 'otomatik', 'sen', 'puan', 'sırf', 'insan', 'kan', 'vodafone', 'geç', 'val']","['kan vodafone', 'vodafone', 'vodafone geç', 'kazı otomatik', 'paycel kazı']"
"['gayet', 'iyi', 'sadece', 'puan', 'kazan', 'biraz', 'kolay', 'bip', 'herşey', 'zor', 'inşallah', 'bura']","['kazan biraz', 'zor inşallah', 'puan kazan', 'sadece puan', 'inşallah bura']"
"['iyi', 'büyük', 'kolay', 'sağla']","['kolay sağla', 'büyük kolay', 'kolay', 'iyi', 'sağla']"
"['kimse', 'yorum', 'bak', 'kedi', 'uza', 'ciğer', 'mundar', 'gayet', 'iyi', 'güzel', 'program']","['bak kedi', 'kedi', 'kedi uza', 'güzel program', 'iyi güzel']"
"['harika', 'salla', 'topla', 'fazla', 'puan', 'keşke']","['puan keşke', 'fazla puan', 'harika', 'keşke', 'harika salla']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['iyi', 'güven']","['iyi güven', 'güven', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['böyle', 'hak', 'kazı', 'kazan', 'sala', 'topla', 'puan', 'kadar', 'yüklem', 'aynı', 'aynı', 'lütfen', 'birşey', 'acil', 'böyle', 'insan', 'para', 'boşa', 'git']","['kadar yüklem', 'puan kadar', 'insan para', 'boşa git', 'acil böyle']"
"['mobil', 'öde', 'taksit', 'iyi']","['taksit iyi', 'öde taksit', 'taksit', 'mobil öde', 'öde']"
['iyi'],['iyi']
['iyi'],['iyi']
"['abi', 'iyi', 'biraz', 'puan', 'yüksek', 'gerek', 'böyle', 'güzel']","['abi iyi', 'puan yüksek', 'biraz puan', 'yüksek gerek', 'iyi biraz']"
['iyi'],['iyi']
"['iyi', 'salla', 'topla', 'zaman', 'puan']","['topla zaman', 'zaman puan', 'zaman', 'iyi salla', 'iyi']"
"['güzel', 'düşün', 'keşke', 'gün', 'belirle', 'kendi', 'fidan']","['gün belirle', 'keşke gün', 'düşün keşke', 'güzel düşün', 'gün']"
['iyi'],['iyi']
"['iyi', 'kupon', 'puan', 'kaybol', 'salla', 'kazan', 'puan', 'hata', 'düzel']","['puan kaybol', 'iyi kupon', 'kazan puan', 'hata düzel', 'kupon puan']"
['iyi'],['iyi']
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
"['berbat', 'tamamen', 'para', 'tuzak', 'yükle', 'kesinti', 'çek', 'kesinti', 'yer', 'öde', 'kesinti', 'hayır', 'siz', 'val', 'iyi', 'tezgah', 'kutla', 'yok', 'arkadaş', 'beğen', 'beğen', 'total', 'son', 'yıl', 'son', 'üzere', 'kes', 'para', 'hesap', 'anla', 'yazık', 'kendi', 'banka', 'hesap', 'hatta', 'para', 'hesap', 'kullan', 'insancıl']","['öde kesinti', 'hatta para', 'çek kesinti', 'tamamen para', 'kendi banka']"
"['tek', 'kelime', 'rezi̇lli̇k', 'baba', 'üzeri', 'hat', 'baba', 'kayıt', 'kredi', 'kart', 'var', 'hesap', 'acmiyorlarmis', 'ayrıca', 'donmakasma', 'sıkıntı', 'mesela', 'dur', 'yer', 'hesap', 'çık', 'şifre', 'ses', 'üst', 'kal', 'randomksksksklsks', 'iyi', 'başlangıç', 'değer', 'artık', 'und', 'posta', 'kod', 'tut', 'geleni', 'söyle', 'değer', 'artık', 'und', 'müdahale', 'var', 'krem', 'şati', 'kek', 'müdafa']","['kredi kart', 'kayıt kredi', 'hesap acmiyorlarmis', 'baba kayıt', 'kredi']"
"['önce', 'zaman', 'iyi', 'i̇nternet', 'şimdi', 'bide', 'yeni', 'hesap', 'kart', 'iste', 'bide', 'ara', 'sayı', 'kaldır']","['sayı kaldır', 'hesap kart', 'ara sayı', 'yeni hesap', 'nternet şimdi']"
"['yer', 'cekmesivede', 'tuğsel', 'herşey', 'iyi']","['herşey iyi', 'iyi', 'yer cekmesivede', 'tuğsel herşey', 'cekmesivede tuğsel']"
['iyi'],['iyi']
"['iyi', 'arkadaş', 'teşekkür', 'turkcell']","['arkadaş teşekkür', 'iyi arkadaş', 'teşekkür turkcell', 'teşekkür', 'arkadaş']"
"['kart', 'iyi', 'kart', 'şifre', 'yaz', 'bula']","['iyi kart', 'kart iyi', 'kart şifre', 'şifre yaz', 'şifre']"
"['mükemmel', 'iyi']","['mükemmel iyi', 'mükemmel', 'iyi']"
['iyi'],['iyi']
"['iyi', 'şifre', 'unut', 'posta', 'erim', 'yok', 'yardımcı', 'sevin']","['şifre unut', 'iyi şifre', 'şifre', 'unut posta', 'posta erim']"
['iyi'],['iyi']
"['aycell', 'kullan', 'yeni', 'başla', 'iyi', 'para', 'yetir', 'harca', 'puan', 'yad', 'para', 'kazan', 'sorun', 'var', 'oyun', 'pin', 'yad', 'oyun', 'para', 'sat', 'sadece', 'hat', 'turkcell', 'geçerli', 'merkez', 'özellik', 'kullan', 'iyi', 'çalış']","['oyun para', 'oyun pin', 'turkcell geçerli', 'iyi para', 'var oyun']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'sala', 'kazan', 'dan', 'puan', 'vallahi', 'iyi']","['vallahi iyi', 'iyi', 'kazan dan', 'iyi sala', 'puan vallahi']"
"['dünya', 'iyi']","['dünya iyi', 'iyi', 'dünya']"
"['iyi', 'teşekkür']","['iyi teşekkür', 'teşekkür', 'iyi']"
['iyi'],['iyi']
"['herkes', 'tavsiye', 'iyi', 'sen', 'yarar']","['herkes tavsiye', 'tavsiye iyi', 'sen yarar', 'iyi sen', 'tavsiye']"
"['allah', 'böyle', 'martin', 'bela', 'para', 'yatır', 'para', 'puan', 'hemen', 'sil', 'böyle', 'rezil', 'yıl', 'turkcell', 'kullan', 'boz', 'siz', 'puan', 'bile', 'fazla', 'katıl', 'yorum', 'beğen', 'çık', 'hdjjgbhgb', 'lzsr', 'kvfdw', 'rdhkvdujcrygggg', 'ooo', 'hak', 'sözlü', 'üzgün', 'roddick', 'hat', 'gdgnkitfvbkoufcbktxb', 'avm', 'xbox', 'guantanamo', 'comic', 'gdgnjitfvbkoufcbktxb', 'cochrane', 'chp', 'çiz']","['comic gdgnjitfvbkoufcbktxb', 'gdgnjitfvbkoufcbktxb', 'böyle martin', 'gdgnkitfvbkoufcbktxb', 'rdhkvdujcrygggg ooo']"
"['mükemmel', 'herkes', 'öner']","['mükemmel herkes', 'mükemmel', 'herkes öner', 'herkes', 'öner']"
"['aycell', 'hayat', 'geçiri', 'imkan', 'fırsat', 'cevap', 'memnun', 'kal', 'bura', 'şimdi', 'böyle', 'i̇ldiz', 'yazicaksin', 'emin']","['geçiri imkan', 'imkan fırsat', 'cevap memnun', 'fırsat cevap', 'aycell hayat']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'gayet']","['iyi gayet', 'iyi', 'gayet']"
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['iyi', 'banka', 'değil', 'kanka']","['iyi banka', 'banka değil', 'banka', 'değil kanka', 'değil']"
"['avantaj', 'iyi', 'turkcell', 'kalite']","['turkcell kalite', 'avantaj iyi', 'kalite', 'iyi turkcell', 'avantaj']"
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
['iyi'],['iyi']
"['türk', 'iyi', 'teşekkür']","['türk iyi', 'türk', 'iyi teşekkür', 'teşekkür', 'iyi']"
"['harika', 'turkcell', 'teşekkür', 'iyi', 'var']","['teşekkür iyi', 'teşekkür', 'harika turkcell', 'turkcell teşekkür', 'iyi var']"
"['iyi', 'herkes', 'tavsiye']","['herkes tavsiye', 'iyi herkes', 'iyi', 'tavsiye', 'herkes']"
"['hesap', 'giriş', 'hediye', 'dünya', 'oda', 'gün', 'bird', 'boyunca', 'puan', 'git', 'pardon', 'zaten', 'dört', 'hafta', 'dört', 'salla', 'oda', 'toplam', 'puan', 'dol', 'puan', 'git', 'böyle', 'topla', 'topla', 'kadar', 'i̇nternet', 'puan', 'lazım', 'gerçekten', 'pişman', 'yüksel']","['boyunca puan', 'puan lazım', 'toplam puan', 'puan git', 'hediye dünya']"
['iyi'],['iyi']
"['iyi', 'kazan']","['iyi kazan', 'iyi', 'kazan']"
"['çooooooook', 'iyi', 'turkcell', 'i̇nternet', 'kullan', 'bil']","['iyi turkcell', 'turkcell', 'turkcell nternet', 'kullan bil', 'nternet kullan']"
"['güzel', 'tek', 'sıkıntı', 'hatim', 'vodafone', 'aylık', 'kere', 'iyi', 'gün', 'kolay']","['gün kolay', 'vodafone aylık', 'iyi gün', 'kere iyi', 'aylık kere']"
"['diğer', 'iyi', 'kullan', 'i̇nternet', 'puan', 'özel', 'gün', 'daha', 'kullan', 'sahip']","['gün daha', 'özel gün', 'puan özel', 'gün', 'diğer iyi']"
['iyi'],['iyi']
"['iyi', 'paralizi', 'iste', 'kullan', 'sıra', 'beğendi']","['iyi paralizi', 'paralizi iste', 'paralizi', 'sıra beğendi', 'iste kullan']"
['iyi'],['iyi']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['iyi', 'dene']","['iyi dene', 'iyi', 'dene']"
"['aycell', 'puan', 'mevzu', 'kaldır', 'salla', 'puan', 'böyle', 'toplam', 'puan', 'üst', 'çıkar', 'saçma', 'sapan', 'dış', 'iyi']","['puan böyle', 'puan üst', 'toplam puan', 'böyle toplam', 'saçma sapan']"
"['iyi', 'teşekkür', 'saye', 'halet']","['iyi teşekkür', 'teşekkür saye', 'teşekkür', 'iyi', 'saye']"
"['güzel', 'iyi', 'mesela', 'hafta', 'hafta', 'iyi', 'iyi']","['hafta iyi', 'hafta hafta', 'mesela hafta', 'hafta', 'güzel iyi']"
"['i̇nternet', 'para', 'yükle', 'para', 'alışveriş', 'cashback', 'iyi', 'kampanya', 'destek', 'hat', 'hız', 'iyi', 'kadar', 'var', 'teşekkür', 'aycell']","['cashback iyi', 'alışveriş cashback', 'cashback', 'iyi kampanya', 'para alışveriş']"
"['aleyh', 'yorum', 'beğendi', 'kelime', 'inan', 'ülke', 'gsm', 'operatör', 'sadece', 'kazık', 'ata', 'peşinde', 'reklam', 'kampanya', 'ağır', 'sonuç', 'getir', 'kuruş', 'haram', 'lazım', 'şahsen']","['reklam kampanya', 'ülke gsm', 'yorum', 'aleyh yorum', 'kampanya']"
"['topla', 'puan', 'sil', 'düzel', 'iyi', 'tam', 'not', 'dış', 'sorun', 'yok']","['sorun yok', 'düzel iyi', 'düzel', 'iyi tam', 'iyi']"
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'çabuk', 'çabuk', 'puan']","['iyi çabuk', 'çabuk puan', 'çabuk çabuk', 'çabuk', 'iyi']"
['iyi'],['iyi']
"['güzel', 'uygulamasirdas', 'banka', 'gibitek', 'eksik', 'nakit', 'kullanım', 'biraz']","['banka gibitek', 'uygulamasirdas banka', 'eksik nakit', 'banka', 'nakit kullanım']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'oyun', 'paket', 'iyi', 'var', 'söz', 'biz', 'hediye', 'sun', 'lazım', 'lütfen']","['oyun paket', 'paket iyi', 'iyi oyun', 'biz hediye', 'hediye sun']"
"['şok', 'iyi']","['şok iyi', 'şok', 'iyi']"
['iyi'],['iyi']
"['iyi', 'gün']","['iyi gün', 'gün', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['gayet', 'iyi', 'taksit', 'imkan', 'limit', 'biraz', 'artirilirsa', 'iyi', 'kredi', 'görün', 'bugün', 'yok', 'memnun']","['limit biraz', 'artirilirsa iyi', 'biraz artirilirsa', 'iyi kredi', 'kredi görün']"
"['aysel', 'güzel', 'kaç', 'yün', 'saçma', 'kaç', 'salla', 'toplam', 'puan', 'sil', 'salla', 'topla', 'puan', 'gerek', 'başka', 'puan', 'hediye', 'zaman', 'yine', 'saçma', 'iste', 'kişi', 'puan', 'gönder', 'istek', 'bağ', 'miktar', 'puan', 'gönder', 'seçenek', 'lazım', 'dış', 'iyi']","['puan gönder', 'miktar puan', 'puan gerek', 'başka puan', 'toplam puan']"
['iyi'],['iyi']
['iyi'],['iyi']
"['paycelii', 'sev', 'mail', 'olay', 'kolay', 'getir', 'gerek', 'şifre', 'çalış', 'şekil', 'eski', 'gmail', 'gönder', 'mail', 'değiş', 'halen', 'eski', 'gmail', 'git', 'sorun', 'çöz', 'kadar', 'zor', 'mail', 'değiş', 'buton', 'getir', 'süper', 'lütfen', 'kısa', 'zaman', 'getir']","['gmail gönder', 'mail değiş', 'sev mail', 'mail olay', 'gmail']"
['iyi'],['iyi']
"['ilk', 'baş', 'hesap', 'gir', 'sinir', 'şua', 'gayet', 'iyi', 'şekil', 'gir']","['ilk baş', 'sinir şua', 'iyi şekil', 'ilk', 'gir sinir']"
['iyi'],['iyi']
"['iyi', 'hazır', 'limit', 'kullan', 'para', 'kes', 'biraz', 'fazla', 'ücret', 'iyi', 'teşekkür']","['hazır limit', 'limit kullan', 'fazla ücret', 'ücret iyi', 'kullan para']"
"['iyi', 'gün', 'aycell', 'borç', 'var', 'şua', 'turkcell', 'operatör', 'gir', 'gör', 'sözleşme', 'fark', 'kabul', 'oku', 'bilgi', 'sevin']","['şua turkcell', 'gör sözleşme', 'borç var', 'sözleşme', 'turkcell']"
"['posta', 'yenile']","['posta yenile', 'posta', 'yenile']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'gerçekten', 'kanka']","['gerçekten kanka', 'iyi gerçekten', 'iyi', 'gerçekten', 'kanka']"
"['çooooooook', 'iyi']","['çooooooook iyi', 'iyi', 'çooooooook']"
['iyi'],['iyi']
"['merhaba', 'güzel', 'beğendi', 'emek', 'sağlık', 'yanlış', 'tek', 'hata', 'var', 'puan', 'paylaş', 'önce', 'böyle', 'değil', 'hata', 'devam', 'sil', 'kısa', 'süre', 'ilgilen', 'rica', 'iyi', 'gün']","['merhaba güzel', 'var puan', 'iyi gün', 'rica iyi', 'ilgilen rica']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['teşekkür', 'hoca', 'iyi', 'akşam', 'hoca', 'kitap', 'hayat', 'yaşa', 'ara', 'ince', 'çizgi', 'var', 'kuçik', 'fenerbahçe', 'maç', 'var', 'fenerbahçe', 'şike', 'gör', 'giyim', 'sağlık', 'git', 'abla', 'abla', 'ala', 'savcı', 'skandal', 'sürü', 'ödev', 'var', 'azıcık', 'dua', 'yeni', 'şimdi', 'soba', 'yak', 'okul', 'git', 'yemek', 'kadın', 'son', 'söz', 'söyle', 'hayat', 'iyi', 'kötü', 'güzel', 'inşallah', 'zor', 'bil', 'sen']","['söyle hayat', 'güzel inşallah', 'inşallah zor', 'hayat iyi', 'var azıcık']"
"['iyi', 'güven']","['iyi güven', 'güven', 'iyi']"
"['güzel', 'keşke', 'vodofonlara', 'birazdaha', 'i̇nternet', 'çoğal']","['keşke vodofonlara', 'vodofonlara birazdaha', 'birazdaha nternet', 'vodofonlara', 'güzel keşke']"
['iyi'],['iyi']
"['aşırı', 'iyi']","['aşırı iyi', 'iyi', 'aşırı']"
['iyi'],['iyi']
"['iyi', 'kullan']","['iyi kullan', 'kullan', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'kullan']","['iyi kullan', 'kullan', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'açıklama', 'gerek', 'yok', 'gör']","['yok gör', 'gerek yok', 'güzel açıklama', 'yok', 'açıklama gerek']"
"['iyi', 'fatura', 'öde', 'puan', 'kupon', 'kazan', 'elektrik', 'fatura', 'sistem', 'çık', 'mail', 'müşteri', 'hizmetleriylede', 'görüş', 'dönüş', 'çöz']","['elektrik fatura', 'mail müşteri', 'fatura öde', 'fatura sistem', 'iyi fatura']"
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'var', 'aycell']","['iyi var', 'iyi', 'var', 'var aycell', 'aycell']"
"['iyi', 'dijital', 'banka']","['dijital banka', 'iyi dijital', 'banka', 'dijital', 'iyi']"
"['harika', 'süre', 'falan', 'kaldır', 'iyi']","['harika süre', 'kaldır iyi', 'iyi', 'harika', 'süre falan']"
"['aycell', 'kart', 'iyi', 'kullan']","['kart iyi', 'aycell kart', 'iyi kullan', 'kullan', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['team', 'cüzdan', 'kod', 'kupon', 'bölüm', 'görün', 'kullan', 'kupon', 'kullan', 'dur', 'devam', 'biz', 'ulaş', 'bölüm', 'arıza', 'konu', 'ilgilen', 'lütfen', 'team', 'cüzdan', 'kod', 'toplam', 'kullan', 'çözüm', 'ulaş', 'dava', 'not', 'mail', 'yol', 'çağrı', 'merkez', 'üzeri', 'iletişim', 'sağla', 'say', 'aycell', 'yazık', 'gün', 'sonuç', 'altı', 'üst', 'ilk', 'team', 'cüzdan', 'kod', 'hala', 'bekle', 'sonuçlan']","['kod kupon', 'kupon kullan', 'kullan kupon', 'kupon bölüm', 'kupon']"
"['güzel', 'inşallah', 'kanada', 'phone', 'çıkar']","['phone çıkar', 'güzel inşallah', 'inşallah', 'phone', 'güzel']"
"['yaklaşık', 'sene', 'kullan', 'aşırı', 'memnun', 'iste', 'kaç', 'özellik', 'var', 'iyi', 'sadece', 'i̇stanbul', 'kart', 'var', 'bura', 'yaşa', 'sürekli', 'paycel', 'kullan', 'biri', 'bukart', 'puan', 'bukart', 'yüklem', 'iyi', 'döviz', 'takip', 'özellik', 'güzel', 'keşke', 'döviz', 'ali', 'sat', 'zaman', 'süper']","['iyi döviz', 'keşke döviz', 'sene kullan', 'özellik var', 'kullan aşırı']"
"['mükemmel', 'turkcell', 'böyle', 'güzel', 'bekle']","['mükemmel turkcell', 'turkcell böyle', 'güzel bekle', 'böyle güzel', 'güzel']"
['iyi'],['iyi']
"['sayı', 'puan', 'biraz', 'fazla', 'puan', 'iyi', 'güzel']","['puan iyi', 'puan biraz', 'fazla puan', 'sayı puan', 'iyi güzel']"
