lemmas,positif_oneriler
"['harika', 'başarı', 'şekil', 'herşey']","['harika başarı', 'başarı şekil', 'başarı', 'harika', 'herşey']"
"['tek', 'kelime', 'turkcell', 'iyi']","['kelime turkcell', 'turkcell iyi', 'turkcell', 'iyi', 'kelime']"
['harika'],['harika']
['güzel'],['güzel']
"['güzel', 'ayni', 'puan']","['güzel ayni', 'güzel', 'puan', 'ayni puan', 'ayni']"
['efsane'],['efsane']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['harika'],['harika']
"['güzel', 'emek', 'salık']","['emek salık', 'salık', 'güzel emek', 'güzel', 'emek']"
['iyi'],['iyi']
['güzel'],['güzel']
"['güzel', 'başarı']","['güzel başarı', 'başarı', 'güzel']"
['iyi'],['iyi']
"['gayet', 'iyi', 'hediye', 'ayrı', 'güzel']","['iyi hediye', 'hediye ayrı', 'hediye', 'ayrı güzel', 'güzel']"
['harika'],['harika']
['süperrr'],['süperrr']
"['kolay', 'kullanım', 'hesap', 'para', 'müthiş']","['para müthiş', 'hesap para', 'kullanım hesap', 'hesap', 'müthiş']"
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['süper'],['süper']
['mükemmel'],['mükemmel']
['harika'],['harika']
['güzel'],['güzel']
"['başarı', 'mükemmel']","['başarı mükemmel', 'mükemmel', 'başarı']"
"['efsane', 'beleş']","['efsane beleş', 'efsane', 'beleş']"
['iyi'],['iyi']
"['güzel', 'hemen', 'hemen', 'herşey', 'var']","['herşey var', 'hemen herşey', 'herşey', 'güzel hemen', 'güzel']"
"['önce', 'harika']","['önce harika', 'harika', 'önce']"
['iyi'],['iyi']
"['allah', 'bela', 'emek', 'geçen', 'herkes']","['allah bela', 'allah', 'geçen herkes', 'emek geçen', 'herkes']"
['harika'],['harika']
"['cano', 'güzel', 'siz']","['güzel siz', 'güzel', 'cano güzel', 'siz', 'cano']"
['harika'],['harika']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
"['teşekkür', 'sen']","['teşekkür sen', 'teşekkür', 'sen']"
"['iyi', 'gulam']","['iyi gulam', 'iyi', 'gulam']"
"['güzel', 'imkan', 'yok', 'zaman', 'güzel', 'fırsat']","['güzel fırsat', 'güzel imkan', 'fırsat', 'imkan', 'yok zaman']"
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['iyi', 'puan', 'kazan', 'iyi', 'yüz', 'yıldız', 'kır']","['kazan iyi', 'iyi puan', 'puan kazan', 'iyi', 'yıldız kır']"
['güzel'],['güzel']
"['iyi', 'tek', 'kelime']","['tek kelime', 'kelime', 'iyi tek', 'iyi', 'tek']"
['süper'],['süper']
"['aycell', 'güzel', 'harca', 'puan', 'kazan', 'üstelik', 'kazan', 'puan', 'yarar', 'şey', 'kullan', 'değil', 'yıldız', 'haket', 'tek', 'eksik', 'puan', 'son', 'kullan', 'tarih', 'puan', 'zaten', 'biraz', 'zor', 'birik', 'kullanım', 'sür', 'sıkıntı', 'puan', 'son', 'kullan', 'tarih', 'dış', 'mükemmel', 'üst', 'kal', 'lando']","['puan kazan', 'eksik puan', 'kazan puan', 'üstelik kazan', 'kazan üstelik']"
"['yan', 'ormanlarinizi', 'önce', 'yeşil', 'çevir', 'gün', 'gör', 'fidan', 'bağış', 'hizmet', 'teşekkür']","['hizmet teşekkür', 'fidan bağış', 'bağış hizmet', 'önce yeşil', 'ormanlarinizi önce']"
['mükemmel'],['mükemmel']
['harika'],['harika']
['güzel'],['güzel']
"['kesinlikle', 'güzel']","['kesinlikle güzel', 'güzel', 'kesinlikle']"
['iyi'],['iyi']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
"['mükemmel', 'yön']","['mükemmel yön', 'mükemmel', 'yön']"
['harika'],['harika']
['harika'],['harika']
"['güzel', 'bedavaya', 'i̇nternet']","['güzel bedavaya', 'bedavaya', 'nternet', 'bedavaya nternet', 'güzel']"
['güzel'],['güzel']
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
"['turkcell', 'siz', 'sev', 'iyi', 'böyle', 'siz', 'sev', 'ara', 'herkes', 'tavsiye']","['turkcell siz', 'sev iyi', 'siz sev', 'böyle siz', 'herkes tavsiye']"
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
['mükemmel'],['mükemmel']
['mükkemel'],['mükkemel']
['harika'],['harika']
['harika'],['harika']
"['beğen', 'puan', 'topla', 'kendi', 'yetir']","['beğen puan', 'kendi yetir', 'topla kendi', 'beğen', 'kendi']"
['güzel'],['güzel']
['hoş'],['hoş']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['harika'],['harika']
"['iyi', 'vodafone', 'i̇nternet', 'gele', 'bil', 'bide', 'kişi', 'çağır', 'sınır']","['çağır sınır', 'kişi çağır', 'sınır', 'çağır', 'bide kişi']"
['uhhgj'],['uhhgj']
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
"['iyi', 'i̇nternet']","['iyi nternet', 'iyi', 'nternet']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
"['numara', 'beş', 'yıldız', 'harika', 'bayıl']","['beş yıldız', 'yıldız harika', 'yıldız', 'numara beş', 'harika bayıl']"
"['harika', 'bol', 'kazanç']","['bol kazanç', 'harika bol', 'kazanç', 'harika', 'bol']"
"['manyak', 'güzel']","['manyak güzel', 'güzel', 'manyak']"
['güzel'],['güzel']
['güzellll'],['güzellll']
"['merak', 'salla', 'hak', 'zaman', 'güzel']","['güzel', 'merak salla', 'zaman güzel', 'merak', 'salla hak']"
"['harika', 'güzel', 'hizmet']","['güzel hizmet', 'hizmet', 'harika güzel', 'harika', 'güzel']"
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
"['güzel', 'deneyim']","['güzel deneyim', 'deneyim', 'güzel']"
"['fidan', 'bağış', 'kampanya', 'iyi', 'fikir', 'tesekkurler', 'aycell']","['bağış kampanya', 'fidan bağış', 'bağış', 'fikir tesekkurler', 'kampanya iyi']"
['muhteşem'],['muhteşem']
['iyi'],['iyi']
"['mükemmel', 'ara', 'protokol', 'ilgili', 'bazen', 'hata', 'hikmet', 'fatura', 'son', 'gün', 'düzel', 'bird', 'puan', 'sistem', 'fark', 'yüksek', 'puan', 'hediye', 'cihaz', 'ayrıca', 'öde', 'alın', 'işlem', 'ücret', 'banka', 'latin', 'iki', 'dört', 'katı', 'gözde', 'geçir']","['ücret banka', 'ayrıca öde', 'öde alın', 'öde', 'işlem ücret']"
['süper'],['süper']
['iyi'],['iyi']
['süper'],['süper']
"['numara', 'iyi', 'çalış']","['numara iyi', 'numara', 'iyi çalış', 'iyi', 'çalış']"
['güzeeeeel'],['güzeeeeel']
"['kullanım', 'sade', 'harika']","['kullanım sade', 'sade harika', 'kullanım', 'harika', 'sade']"
['iyi'],['iyi']
['teşekkür'],['teşekkür']
['süper'],['süper']
['iyi'],['iyi']
['harika'],['harika']
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['süper'],['süper']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['turkcell', 'diğer', 'calistigi', 'şirket', 'zaman', 'kalite', 'güven']","['zaman kalite', 'şirket zaman', 'kalite güven', 'calistigi şirket', 'turkcell']"
"['gerçekten', 'güzel', 'sağlık']","['güzel sağlık', 'sağlık', 'güzel', 'gerçekten güzel', 'gerçekten']"
['teşekkür'],['teşekkür']
"['harika', 'diyar']","['harika diyar', 'harika', 'diyar']"
['güzel'],['güzel']
['süper'],['süper']
['superrr'],['superrr']
['iyi'],['iyi']
['süper'],['süper']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['gayet', 'kullanisli']","['gayet kullanisli', 'kullanisli', 'gayet']"
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
['iyi'],['iyi']
['harika'],['harika']
['harika'],['harika']
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'başarı']","['güzel başarı', 'başarı', 'güzel']"
['süper'],['süper']
"['memnun', 'samsun', 'memnun', 'degill', 'hera', 'yüksek', 'öde', 'yapiyorimm', 'yer', 'turselll', 'kampanya', 'indirim', 'hicalmadim', 'yıl']","['indirim hicalmadim', 'öde yapiyorimm', 'yüksek öde', 'kampanya indirim', 'indirim']"
['süper'],['süper']
"['güzel', 'harika']","['güzel harika', 'harika', 'güzel']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['herşey', 'oldukça', 'güzel']","['oldukça güzel', 'herşey oldukça', 'güzel', 'oldukça', 'herşey']"
['iyi'],['iyi']
['güzel'],['güzel']
['guzelll'],['guzelll']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
['harika'],['harika']
"['güzel', 'çık', 'randomi̇wmdşsndşsndösmxçsndösömdmsöfnsödlsbdşdbdlsbdlxhdlddlsnxçdbsçsbşshdşsbslshsşheşsbdşsksi̇dnsşndşsjdşsnfşsndşskcşdnsşdnlsldkdbdldkdşndşsndlsjslsjdşdjaşndşsmxçsşskwşsjdöslsjdkaşjdlsjdlsjdşsmdşsndlcjxlxxmcmcmc']","['wmdşsndşsndösmxçsndösömdmsöfnsödlsbdşdbdlsbdlxhdlddlsnxçdbsçsbşshdşsbslshsşheşsbdşsksi dnsşndşsjdşsnfşsndşskcşdnsşdnlsldkdbdldkdşndşsndlsjslsjdşdjaşndşsmxçsşskwşsjdöslsjdkaşjdlsjdlsjdşsmdşsndlcjxlxxmcmcmc', 'wmdşsndşsndösmxçsndösömdmsöfnsödlsbdşdbdlsbdlxhdlddlsnxçdbsçsbşshdşsbslshsşheşsbdşsksi', 'çık randomi', 'dnsşndşsjdşsnfşsndşskcşdnsşdnlsldkdbdldkdşndşsndlsjslsjdşdjaşndşsmxçsşskwşsjdöslsjdkaşjdlsjdlsjdşsmdşsndlcjxlxxmcmcmc', 'randomi wmdşsndşsndösmxçsndösömdmsöfnsödlsbdşdbdlsbdlxhdlddlsnxçdbsçsbşshdşsbslshsşheşsbdşsksi']"
['mükemmel'],['mükemmel']
"['kısacası', 'harikakolayca', 'işlem', 'hiç', 'sorun', 'yaşa']","['harikakolayca işlem', 'hiç sorun', 'kısacası harikakolayca', 'harikakolayca', 'işlem']"
['süper'],['süper']
['efsane'],['efsane']
['muhteşem'],['muhteşem']
['güzel'],['güzel']
"['süper', 'öte', 'telefon', 'fatura', 'öde']","['telefon fatura', 'öte telefon', 'fatura öde', 'telefon', 'öde']"
['beğendi'],['beğendi']
['harika'],['harika']
['iyi'],['iyi']
"['salla', 'topla', 'iyi']","['topla iyi', 'iyi', 'salla topla', 'topla', 'salla']"
['harika'],['harika']
['harika'],['harika']
['süper'],['süper']
['süper'],['süper']
"['süper', 'kart', 'sorun', 'var', 'limit', 'aktar', 'dış', 'iyi']","['süper kart', 'kart sorun', 'limit aktar', 'limit', 'var limit']"
['harika'],['harika']
"['aycell', 'bağış', 'seçenek', 'ekle', 'güzel', 'pour']","['aycell bağış', 'bağış seçenek', 'bağış', 'ekle güzel', 'güzel']"
['mükemmel'],['mükemmel']
"['ihtiyaç', 'zaman', 'aycell', 'puan', 'hafta', 'i̇nternet', 'paketieti', 'mükemmel']","['paketieti mükemmel', 'puan hafta', 'hafta nternet', 'hafta', 'nternet paketieti']"
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['süper'],['süper']
"['kart', 'güzel', 'fakat', 'ilan', 'numara', 'güzel']","['kart güzel', 'numara güzel', 'fakat ilan', 'ilan numara', 'güzel fakat']"
['iyi'],['iyi']
['güzel'],['güzel']
"['kampanya', 'iyi', 'memnun']","['kampanya iyi', 'kampanya', 'iyi memnun', 'memnun', 'iyi']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
"['süper', 'süper', 'superrr']","['süper superrr', 'süper süper', 'superrr', 'süper']"
['güzel'],['güzel']
"['güzel', 'para', 'yatireken', 'puan', 'kazan', 'şans', 'iyi', 'aycell']","['kazan şans', 'şans iyi', 'güzel para', 'şans', 'iyi aycell']"
"['mutlu', 'türkeş', 'siz']","['mutlu türkeş', 'mutlu', 'türkeş siz', 'siz', 'türkeş']"
['iyi'],['iyi']
"['gerçekten', 'yenilik', 'online', 'alışveriş', 'para', 'işlem']","['online alışveriş', 'yenilik online', 'alışveriş para', 'alışveriş', 'gerçekten yenilik']"
['başarı'],['başarı']
['harika'],['harika']
"['güzel', 'i̇nternet', 'filan', 'güzel']","['güzel nternet', 'güzel', 'filan güzel', 'filan', 'nternet filan']"
"['hediye', 'paylaş', 'puan', 'git', 'bazen', 'dış', 'mükemmel']","['hediye paylaş', 'hediye', 'paylaş puan', 'paylaş', 'dış mükemmel']"
"['gaslet', 'harika']","['gaslet harika', 'harika', 'gaslet']"
['güzel'],['güzel']
['harikkaaaa'],['harikkaaaa']
['harika'],['harika']
['iyi'],['iyi']
"['iyi', 'deney']","['iyi deney', 'deney', 'iyi']"
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
['beğendi'],['beğendi']
['harika'],['harika']
"['güzel', 'işlem']","['güzel işlem', 'güzel', 'işlem']"
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
['iyi'],['iyi']
"['efsane', 'kart']","['efsane kart', 'efsane', 'kart']"
['iyi'],['iyi']
['iyi'],['iyi']
['başarı'],['başarı']
"['herşey', 'aycell']","['herşey aycell', 'herşey', 'aycell']"
"['çözüm', 'harika']","['çözüm harika', 'çözüm', 'harika']"
['güzel'],['güzel']
"['iyi', 'efsaneeeeeee']","['iyi efsaneeeeeee', 'efsaneeeeeee', 'iyi']"
"['harika', 'turkcell', 'aile', 'teşekkür']","['aile teşekkür', 'turkcell aile', 'harika turkcell', 'teşekkür', 'aile']"
['harika'],['harika']
['harika'],['harika']
['güzel'],['güzel']
['iyi'],['iyi']
"['çoooooooook', 'güzel']","['çoooooooook güzel', 'güzel', 'çoooooooook']"
['iyi'],['iyi']
['güzel'],['güzel']
"['memnun', 'kimse', 'yok', 'insan', 'memnun', 'çalış']","['memnun kimse', 'yok insan', 'insan memnun', 'kimse', 'memnun çalış']"
"['ana', 'kadar', 'sıkıntı', 'yaşa', 'gayet', 'güzel']","['sıkıntı yaşa', 'kadar sıkıntı', 'yaşa gayet', 'sıkıntı', 'ana kadar']"
['iyi'],['iyi']
['güzel'],['güzel']
"['fatura', 'bedava', 'güzel']","['fatura bedava', 'bedava güzel', 'bedava', 'fatura', 'güzel']"
['muhteşem'],['muhteşem']
['mükemmel'],['mükemmel']
"['gayet', 'başarı', 'tebrik']","['başarı tebrik', 'tebrik', 'gayet başarı', 'başarı', 'gayet']"
"['hediye', 'güzel']","['hediye güzel', 'hediye', 'güzel']"
"['güzel', 'hoş', 'git']","['hoş git', 'güzel', 'hoş', 'güzel hoş', 'git']"
['başarı'],['başarı']
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
"['efsane', 'güzel']","['efsane güzel', 'efsane', 'güzel']"
['süper'],['süper']
"['aycell', 'gerçekten', 'güzel', 'harika', 'herkes', 'kullan', 'tavsiye']","['harika herkes', 'gerçekten güzel', 'güzel harika', 'güzel', 'harika']"
['iyi'],['iyi']
['iyi'],['iyi']
"['fazla', 'puan', 'harika']","['puan harika', 'fazla puan', 'harika', 'puan', 'fazla']"
"['süper', 'hız', 'iyi', 'turkcell', 'güzel']","['hız iyi', 'iyi turkcell', 'turkcell güzel', 'süper hız', 'güzel']"
"['iyi', 'herşey', 'var', 'memnun', 'gayet', 'iyi']","['iyi herşey', 'gayet iyi', 'iyi', 'memnun gayet', 'var memnun']"
['süper'],['süper']
"['güzel', 'wifi', 'iste']","['güzel wifi', 'wifi iste', 'wifi', 'güzel', 'iste']"
"['eyer', 'bil', 'emin', 'iyi', 'yer']","['iyi yer', 'emin iyi', 'bil emin', 'iyi', 'emin']"
['süper'],['süper']
"['yeni', 'girdi']","['yeni girdi', 'girdi', 'yeni']"
['iyi'],['iyi']
"['turkcell', 'i̇nternet', 'iyi', 'harika']","['iyi harika', 'harika', 'nternet iyi', 'turkcell', 'turkcell nternet']"
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
"['harika', 'düşün', 'gerçek', 'herkes', 'emek', 'sağlık']","['herkes emek', 'harika düşün', 'gerçek herkes', 'herkes', 'harika']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
"['güzel', 'kullan', 'hazırzlimitlerin', 'fatura', 'öde', 'tarih', 'değiş', 'kötü', 'maaş', 'zaman', 'denk', 'zaman', 'geç', 'öde', 'zor', 'kal', 'geç', 'öde', 'gecik', 'faiz', 'kaldır', 'yad', 'gün', 'süre', 'sonra', 'talep', 'teşekkür']","['geç öde', 'hazırzlimitlerin fatura', 'fatura öde', 'öde gecik', 'maaş zaman']"
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['güzel', 'yapmışlarmyeni', 'keşfet', 'sağlık']","['keşfet sağlık', 'sağlık', 'yapmışlarmyeni keşfet', 'güzel yapmışlarmyeni', 'keşfet']"
"['cook', 'iyi']","['cook iyi', 'cook', 'iyi']"
['harika'],['harika']
['harika'],['harika']
['harika'],['harika']
"['harika', 'teşekkür']","['harika teşekkür', 'teşekkür', 'harika']"
['güzel'],['güzel']
"['mobil', 'veri', 'olay', 'getir', 'derhal', 'düzel', 'sim', 'kart', 'takıl', 'cihaz', 'kullan']","['mobil veri', 'cihaz kullan', 'sim kart', 'mobil', 'cihaz']"
['güzel'],['güzel']
"['güzel', 'puan', 'bi̇ri̇kti̇ri̇p', 'i̇nternet', 'alabi̇li̇osunuz']","['alabi li', 'güzel', 'osunuz', 'puan bi', 'puan']"
['süper'],['süper']
['güzel'],['güzel']
['süper'],['süper']
"['selam', 'güzel', 'acil', 'lazım', 'hediye', 'çabuk', 'payccel', 'ekip', 'acillllll']","['payccel ekip', 'güzel acil', 'ekip acillllll', 'çabuk payccel', 'ekip']"
"['tek', 'kelime', 'leş']","['kelime leş', 'tek kelime', 'kelime', 'leş', 'tek']"
['iyi'],['iyi']
['iyi'],['iyi']
"['güzel', 'güzel', 'indirim', 'fırsat', 'bugün', 'aycell', 'kart', 'trendyol', 'öde', 'mesaj', 'harca', 'hediye', 'kazan', 'hala', 'hesap', 'geç', 'sorun', 'çöz', 'sevin']","['hediye kazan', 'güzel indirim', 'harca hediye', 'indirim fırsat', 'trendyol öde']"
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
"['beğendi', 'mükemmel']","['beğendi mükemmel', 'mükemmel', 'beğendi']"
"['mükemmel', 'bird', 'baba', 'git', 'mesaj']","['bird baba', 'mükemmel bird', 'baba git', 'baba', 'mükemmel']"
"['harika', 'teşekkür', 'turkcell', 'iyi', 'var']","['turkcell iyi', 'harika teşekkür', 'teşekkür', 'iyi var', 'teşekkür turkcell']"
['süper'],['süper']
['efsane'],['efsane']
['harika'],['harika']
"['harika', 'mükemmel', 'kale']","['mükemmel kale', 'harika mükemmel', 'harika', 'mükemmel', 'kale']"
['süper'],['süper']
['harikasiniz'],['harikasiniz']
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
['harika'],['harika']
['iyi'],['iyi']
['iyi'],['iyi']
"['merhaba', 'biri', 'aycell', 'puan', 'gönder', 'kişi', 'numara', 'görüntü', 'numara', 'işlem', 'kaldır', 'ihtimal', 'var', 'cevap', 'bekle', 'teşekkür']","['kişi numara', 'merhaba biri', 'gönder kişi', 'merhaba', 'bekle teşekkür']"
['güzel'],['güzel']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['hayat', 'ilk', 'güzel', 'bişi']","['hayat ilk', 'hayat', 'ilk güzel', 'ilk', 'güzel bişi']"
['güzel'],['güzel']
['süper'],['süper']
['harika'],['harika']
['harika'],['harika']
['guzekl'],['guzekl']
['iyi'],['iyi']
"['harika', 'hata', 'üye']","['harika hata', 'hata', 'hata üye', 'harika', 'üye']"
['güzel'],['güzel']
['harika'],['harika']
['efsane'],['efsane']
['iyi'],['iyi']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
"['aycell', 'kesinlikle', 'güzel', 'sağlık']","['güzel sağlık', 'kesinlikle güzel', 'sağlık', 'güzel', 'aycell kesinlikle']"
"['herkes', 'tavsiye']","['herkes tavsiye', 'tavsiye', 'herkes']"
"['iyi', 'gir', 'şifre', 'yaz', 'gerek']","['şifre yaz', 'gir şifre', 'şifre', 'iyi gir', 'gerek']"
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
"['iyi', 'gard']","['iyi gard', 'gard', 'iyi']"
['süper'],['süper']
"['gayet', 'başarı']","['gayet başarı', 'başarı', 'gayet']"
['süper'],['süper']
['harika'],['harika']
"['harika', 'mathis']","['harika mathis', 'mathis', 'harika']"
['harika'],['harika']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
"['fayda', 'güzel']","['fayda güzel', 'fayda', 'güzel']"
['güzel'],['güzel']
"['iyi', 'öde', 'çözüm', 'iyi']","['iyi öde', 'çözüm iyi', 'öde çözüm', 'öde', 'iyi']"
"['harika', 'süper']","['harika süper', 'harika', 'süper']"
['süper'],['süper']
['harika'],['harika']
['harika'],['harika']
"['mükemmel', 'tek', 'kelime']","['tek kelime', 'kelime', 'mükemmel tek', 'mükemmel', 'tek']"
['güzel'],['güzel']
['güzel'],['güzel']
"['tek', 'kelime', 'harika']","['kelime harika', 'harika', 'tek kelime', 'kelime', 'tek']"
['süper'],['süper']
['güzel'],['güzel']
['iyi'],['iyi']
"['güzel', 'hız', 'şekil', 'işlem', 'puan', 'topla', 'kolay', 'zaten', 'paket', 'herkes', 'paket', 'aycell', 'üzeri', 'fazla', 'i̇nternet']","['güzel hız', 'hız şekil', 'hız', 'topla kolay', 'fazla nternet']"
['harika'],['harika']
"['güzel', 'kart', 'diyet']","['kart diyet', 'güzel kart', 'diyet', 'güzel', 'kart']"
['iyi'],['iyi']
['teşekkür'],['teşekkür']
"['aycell', 'dünya', 'harika', 'oyun', 'para', 'yatır', 'yeti', 'aycell', 'kullan']","['oyun para', 'aycell dünya', 'harika oyun', 'oyun', 'dünya harika']"
['süper'],['süper']
"['iyi', 'teşekkür']","['iyi teşekkür', 'teşekkür', 'iyi']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['saçma', 'aycell', 'puan', 'gün', 'sonra', 'puan', 'falan', 'eksil', 'mesela', 'puan', 'var', 'mağaza', 'hiçbir', 'rağmen', 'gün', 'sonra', 'puan', 'git', 'puan', 'birik', 'düşün', 'i̇ndi̇rmeyi̇n', 'tamamen', 'zaman', 'kayıp', 'para', 'anla', 'bari', 'birik', 'puan', 'gün', 'kaybol', 'beğen', 'yüz', 'yıldız', 'düzel', 'yıldız', 'fakat', 'şua', 'yıldız', 'haket']","['yıldız fakat', 'şua yıldız', 'puan gün', 'gün kaybol', 'sonra puan']"
"['gittikçe', 'güzel', 'taksit', 'turkcell', 'güzel']","['güzel taksit', 'taksit turkcell', 'turkcell güzel', 'taksit', 'gittikçe güzel']"
"['harika', 'otur', 'yer', 'fatura', 'yat', 'kart', 'yük']","['harika otur', 'otur yer', 'otur', 'yer fatura', 'fatura yat']"
"['güzel', 'kart', 'kullan']","['güzel kart', 'kart kullan', 'güzel', 'kullan', 'kart']"
['iyi'],['iyi']
"['kampanya', 'dolu', 'güzel', 'puan', 'alın', 'hediye', 'turkcell', 'kullan', 'diğer', 'operatör', 'kullan', 'kısıt', 'pek', 'güzel', 'hediye', 'bırak', 'durum', 'düzel', 'başka', 'operatör', 'kullan', 'aycell']","['hediye turkcell', 'turkcell kullan', 'turkcell', 'kampanya dolu', 'diğer operatör']"
['harika'],['harika']
['harika'],['harika']
['güzel'],['güzel']
"['başarı', 'teşekkür', 'iyi', 'gün', 'dile']","['başarı teşekkür', 'teşekkür iyi', 'teşekkür', 'iyi gün', 'başarı']"
"['bayıl', 'mükemmel']","['bayıl mükemmel', 'mükemmel', 'bayıl']"
['güzel'],['güzel']
"['iyi', 'beğendi', 'tavsiye']","['beğendi tavsiye', 'tavsiye', 'iyi', 'beğendi', 'iyi beğendi']"
['süper'],['süper']
['güzel'],['güzel']
"['güzel', 'avantaj', 'kilit', 'düzenle', 'sevi̇ni̇ri̇m']","['güzel avantaj', 'düzenle sevi', 'avantaj kilit', 'avantaj', 'güzel']"
['güzel'],['güzel']
"['iyi', 'fakat', 'biraz', 'pıratikleştirise', 'güzel']","['iyi fakat', 'biraz pıratikleştirise', 'iyi', 'pıratikleştirise güzel', 'güzel']"
['iyi'],['iyi']
['harika'],['harika']
['harika'],['harika']
['teşekkür'],['teşekkür']
"['güzel', 'paycel', 'puan', 'i̇nternet', 'kazan']","['güzel paycel', 'güzel', 'kazan', 'puan', 'paycel puan']"
['harika'],['harika']
['harika'],['harika']
['mükemmel'],['mükemmel']
['başarı'],['başarı']
"['güzel', 'çok', 'kullan']","['çok kullan', 'güzel', 'güzel çok', 'çok', 'kullan']"
['harika'],['harika']
['harika'],['harika']
"['süper', 'paradi', 'kal']","['süper paradi', 'süper', 'paradi kal', 'paradi', 'kal']"
"['salla', 'kazan', 'dan', 'kazan', 'geri', 'gör', 'kullan']","['kazan geri', 'kazan dan', 'dan kazan', 'geri gör', 'geri']"
"['salla', 'topla', 'ödül', 'iyi']","['ödül iyi', 'topla ödül', 'ödül', 'iyi', 'salla']"
['harika'],['harika']
"['mükemmel', 'salla', 'kazan', 'puan', 'fazla', 'puan', 'konu', 'hak', 'fark', 'birey', 'yapilmasi', 'gerek']","['kazan puan', 'fazla puan', 'puan fazla', 'puan konu', 'yapilmasi gerek']"
"['avantaj', 'kolay']","['avantaj kolay', 'avantaj', 'kolay']"
['iyi'],['iyi']
['güzel'],['güzel']
"['harika', 'kampanya']","['harika kampanya', 'kampanya', 'harika']"
"['harika', 'ancak', 'sene', 'beri', 'turkcell', 'kullan', 'kere', 'biz', 'cihaz', 'kampanya', 'hediye', 'çık', 'kadar', 'fatura', 'yansı', 'adet', 'telefon', 'aldımfaturaya', 'yansı', 'mobil', 'öde', 'gerçek', 'biz', 'şekil', 'hediye', 'kampanya', 'çek', 'memnun', 'böyle', 'şey', 'bekle', 'değil', 'hani']","['mobil öde', 'cihaz kampanya', 'biz cihaz', 'telefon aldımfaturaya', 'kampanya hediye']"
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
['iyi'],['iyi']
['iyi'],['iyi']
['kolay'],['kolay']
['iyi'],['iyi']
"['basit', 'hız', 'kullan', 'iyi', 'düşün']","['hız kullan', 'basit hız', 'hız', 'kullan iyi', 'iyi düşün']"
['başarı'],['başarı']
['mükemmel'],['mükemmel']
['superrr'],['superrr']
