lemmas,sentiment,Puan,review_length,normalized_pred_label,Tarih
"['gir', 'zaman', 'ekran', 'dokun', 'giriş', 'yerine', 'sorun', 'düzel']",negative,1,71,neutral,2024-08-17 17:24:59
"['yıldız', 'fazla', 'yorum', 'oku', 'seç', 'zor', 'kal', 'şifre', 'şifre', 'değiş', 'işlem', 'üzeri', 'müşteri', 'hizmet', 'yönlen', 'ara', 'şifre', 'bloke', 'şifre', 'tekrar', 'oluş', 'izin', 'saçma']",negative,1,201,negative,2024-08-17 15:36:48
['rezalet'],negative,1,11,neutral,2024-08-17 13:37:12
"['para', 'transfer', 'yapabiliriyorum', 'para', 'çek', 'sorun', 'kaldır']",negative,2,73,negative,2024-08-17 01:07:54
"['normal', 'iyi', 'gir', 'şifre', 'tam', 'aciliyo', 'ekran', 'dokun', 'tekrar', 'şifre', 'yerine', 'gonderiyo', 'eski', 'boulw', 'parsel', 'gir', 'sil', 'yine', 'yükle', 'veri', 'sil', 'bellek', 'sil', 'yok', 'yoz', 'bulun', 'acilen']",neutral,3,234,negative,2024-08-17 00:17:54
"['giriş', 'şifre', 'unut', 'kısım', 'tıkla', 'numara', 'gir', 'ardından', 'kod', 'gir', 'iste', 'fakat', 'kod', 'asla', 'saçma', 'yıldız', 'bile', 'değ']",negative,1,153,neutral,2024-08-16 20:06:34
"['playerunknows', 'battlegrounds', 'kart', 'gör', 'pub', 'hayran', 'şaşır', 'yem', 'sevin', 'dış', 'tasarı', 'biraz', 'karışık', 'pub', 'kart', 'var', 'değer', 'pub', 'kart']",positive,5,174,negative,2024-08-16 18:24:13
"['iyi', 'memnun']",positive,5,17,positive,2024-08-16 12:44:38
"['kampanya', 'koşul', 'sağla', 'rağmen', 'bazen', 'geri', 'öde', 'sefer', 'iletişim', 'geç', 'söyle', 'gerek']",negative,1,110,negative,2024-08-16 05:31:58
"['şifre', 'unut', 'degistirdim', 'link', 'gir', 'yeni', 'yaptigim', 'şifre', 'hesabi', 'don', 'gir', 'zaman', 'hesap']",positive,5,118,neutral,2024-08-15 23:44:08
['lanet'],positive,5,9,neutral,2024-08-15 21:10:44
"['kart', 'aktar', 'bakiye', 'saçmalık', 'önce', 'sonlan']",negative,1,57,neutral,2024-08-15 19:33:20
"['eskiden', 'kötü', 'son', 'güncelle', 'sonra', 'mükemmel']",positive,5,59,positive,2024-08-15 19:08:18
"['kadar', 'sav', 'sistem', 'yapmışsınıiki', 'şifre', 'bloke', 'tekrar', 'master', 'hizm', 'ara', 'bilgi', 'ara', 'şifre', 'sor', 'işlem', 'zaten', 'bil', 'ara', 'konu', 'ilgilen', 'kişi', 'var', 'emin', 'tek', 'aycell', 'kullan']",negative,1,229,neutral,2024-08-15 18:35:19
"['saçma', 'sapan', 'giriş', 'sistem', 'var', 'şifre', 'unut', 'link', 'şifre', 'yenile', 'eski', 'şifre', 'iste', 'eski', 'şifre', 'bil', 'yenile', 'uğraş', 'yıldız', 'yıldız']",negative,1,176,neutral,2024-08-15 16:06:02
"['üst', 'gözük', 'salla', 'topla', 'yara', 'i̇nternet', 'yükle', 'aylık', 'sınır', 'saçma', 'düzel', 'lazım']",positive,5,109,neutral,2024-08-15 09:56:51
['iğrenç'],negative,1,10,neutral,2024-08-14 17:36:27
"['kullan', 'mal']",negative,1,17,neutral,2024-08-14 14:17:53
"['şifre', 'bloke', 'yeni', 'birey', 'türlü', 'oluş', 'şekil', 'telesekreter', 'çık', 'yara']",negative,1,92,neutral,2024-08-14 13:10:25
"['kayıt', 'düğme', 'yok', 'giriş']",negative,1,34,negative,2024-08-14 12:12:33
"['cikmak', 'iste', 'profil', 'ulasamadim', 'yanis', 'girisbulundugum', 'ortam', 'müsait', 'degilnetflixe', 'bosna', 'para', 'oduyorumlutfen', 'iptal', 'edinparamida', 'cunku', 'kullan']",negative,2,185,neutral,2024-08-14 09:04:20
['don'],negative,1,7,negative,2024-08-14 01:53:50
"['limit', 'artır']",negative,1,18,neutral,2024-08-13 23:24:54
"['pismanliktir', 'sakin']",negative,1,25,neutral,2024-08-13 22:18:36
"['yahu', 'numara', 'iste', 'yaz', 'kod', 'tekrar', 'yaz', 'şifre', 'şifre', 'iste', 'şifre', 'oluş', 'kod', 'onayla', 'saçma']",negative,1,126,neutral,2024-08-13 18:25:18
"['hergün', 'arkadaş', 'davet', 'sen', 'arkadaş', 'puan', 'kaza', 'mesaj', 'aycell', 'sil', 'tekrar', 'dene', 'iste', 'girdi', 'arkadaş', 'davet', 'arkadaş', 'yan', 'davet', 'kod', 'gir', 'bölüm', 'gir', 'işlem', 'şua', 'gerçek', 'çık', 'aynı', 'dene', 'aynı', 'çık', 'madem', 'sistem', 'çalış', 'hergün', 'saçma', 'salak', 'mesaj', 'gönder', 'ilk', 'baş', 'aycell', 'iyi', 'şua', 'değil', 'yıldız', 'yıldız', 'bile', 'hak']",negative,1,423,negative,2024-08-13 15:30:19
"['önce', 'para', 'çeki', 'var', 'kaldır', 'limit', 'turkcell', 'bayi', 'kimlik', 'doğrula', 'gerek', 'git', 'bayi', 'şey', 'haber', 'yok', 'mecbur', 'kal', 'kullan', 'bakiye', 'havale', 'bankamatik', 'çek', 'geri', 'getir']",positive,5,223,negative,2024-08-13 12:45:05
"['toki', 'iyi']",positive,4,15,positive,2024-08-13 11:33:57
"['reuaaaaaaaasiuam', 'zaman', 'yemuekugleri', 'yemekleriyemek', 'vbbxrgug', 'yok', 'film', 'rieibphhx', 'gün', 'bzcbbzxubzui', 'afhhr', 'güz', 'usb', 'ggbxxbez', 'bey', 'amca', 'zor', 'cng', 'göz', 'iuauiuaiuauaoouiz', 'hava', 'yol', 'var', 'wemmmg', 'fdwf', 'gazi', 'uizaybymureuaaaaaaaasiuam', 'zaman', 'yemuekugleri', 'yemekleriyemek', 'vbbxrgug', 'yok', 'film', 'rieibphhx', 'gün', 'bzcbbzxubzui', 'afhhr', 'güz', 'usb', 'ggbxxbez', 'bey', 'amca', 'zor', 'cng', 'göz', 'iuauiuaiuauaoouiz']",positive,5,493,neutral,2024-08-13 10:10:13
"['ürün', 'kart', 'bilgi', 'gir', ""i̇nternet'ten"", 'yarım', 'saat', 'sonra', 'iptal', 'karşı', 'taraf', 'öde', 'aycell', 'iade', 'aycell', 'gün', 'kadar', 'hesap', 'geç', 'sen', 'bekle', 'iptal', 'öde', 'hesap', 'geç']",negative,1,217,neutral,2024-08-13 07:13:18
"['oyun', 'harca', 'yaptirmiyor']",negative,1,32,neutral,2024-08-12 23:15:54
"['sakın', 'yükle', 'hesap', 'giriş', 'hata', 'youtube', 'premium', 'ücret', 'şifre', 'gönder', 'yalan', 'şifre', 'filan', 'yok', 'sonra', 'hesap', 'para', 'çek', 'konu', 'hemen', 'çöz', 'iste', 'mail', 'yine', 'çöz', 'anlaş', 'bil', 'yad', 'yıldız', 'bile', 'siz', 'yazık', 'çöz', 'lütfen', 'kendi', 'zorla', 'çöz', 'bil']",negative,1,322,negative,2024-08-12 17:37:20
"['avantaj', 'yetersiz']",neutral,3,23,negative,2024-08-11 19:58:01
['güzel'],positive,5,9,positive,2024-08-11 17:01:16
"['saçma', 'kendi', 'kendi', 'şifre', 'bloke', 'gir', 'ara', 'saçma', 'sapan', 'şey', 'dinle']",positive,5,93,neutral,2024-08-11 15:07:19
['süper'],positive,5,9,positive,2024-08-10 19:26:44
"['aycell', 'giremiyrumm', 'sebep', 'telefon', 'roos', 'lütfen', 'kaldır', 'roos', 'robot', 'gir', 'eskiden', 'yok']",positive,5,115,negative,2024-08-10 01:37:09
"['son', 'zaman', 'kampanya', 'iade', 'yat', 'şikayet', 'yaz', 'hal', 'yanıt', 'kullan', 'sev', 'aksak', 'tüket', 'rahat', 'saygı']",positive,4,130,negative,2024-08-09 21:10:33
['güzel'],positive,4,9,positive,2024-08-09 16:43:11
['alcammmm'],positive,5,12,neutral,2024-08-09 10:39:55
"['başarı', 'teşekkür']",positive,5,22,positive,2024-08-09 09:07:50
"['önce', 'güzel', 'kullan', 'gün', 'google', 'olay', 'üzeri', 'alışveriş', 'iste', 'banka', 'öde', 'reddet', 'yaz', 'temas', 'şekil', 'öde', 'iste', 'bakiye', 'yetersiz', 'lütfen', 'mağduriyet', 'duy', 'gider']",negative,1,210,negative,2024-08-09 01:04:34
"['berbat', 'kimse', 'tavsiye']",negative,1,30,negative,2024-08-08 20:37:48
"['yıldız', 'bak', 'pişman', 'kart', 'sipariş', 'edi', 'yaş', 'altı', 'kullan', 'kart', 'kullan', 'veli', 'izin', 'gerek', 'güzel', 'özellik', 'işlev', 'ayrıca', 'sipariş', 'iste', 'kart', 'üst', 'yazılı', 'veli', 'isim', 'çık', 'değiş', 'yine', 'işlev', 'sırf', 'yüz', 'veli', 'telefon', 'numara', 'kayıt', 'kendi', 'adım', 'hesap', 'sipariş', 'kart', 'ulaş', 'veli', 'izin', 'gerek', 'yaz', 'google', 'sağol']",positive,5,410,positive,2024-08-08 20:23:04
"['allah', 'bela', 'böyle', 'sistem', 'nekadar', 'bitik', 'sistem', 'fatura', 'hat', 'kullan', 'limit', 'para', 'yuhla', 'bilgi', 'bara', 'rezil', 'sakın', 'yükle', 'program', 'nalet', 'kimse', 'öner']",negative,1,200,negative,2024-08-08 20:12:22
"['telefon', 'roos', 'artık', 'kullan', 'önce', 'uyarı', 'devam', 'iste', 'iste', 'sor', 'şimdi', 'direk', 'kapa']",positive,5,113,negative,2024-08-08 16:39:35
"['şifre', 'unut', 'doğrula', 'kod', 'gönderdinizyazma', 'alan', 'kaybol', 'aynı', 'şifre', 'yenile']",negative,1,100,neutral,2024-08-08 16:24:08
"['dün', 'gece', 'beri', 'kart', 'para', 'rağmen', 'işlem', 'para', 'gönder', 'alışveriş', 'para', 'çek', 'sürekli', 'hata']",negative,2,123,negative,2024-08-08 16:07:58
"['iğrenç', 'şifre', 'unut', 'seçenek', 'yine', 'şifre', 'sor', 'asla', 'giriş', 'para', 'içeri', 'kal', 'müşteri', 'hizmet', 'rezalet', 'puan', 'bile', 'haket']",negative,1,160,negative,2024-08-08 15:24:02
"['sıkıntı', 'yaşa', 'şua', 'kart', 'para', 'yatır', 'çek', 'hatta', 'hatta', 'sipariş', 'memnun']",positive,5,97,negative,2024-08-08 13:56:23
"['perşembe', 'gün', 'salla', 'topla', 'uzun', 'süre', 'full', 'puan', 'yaz', 'fatura', 'öde', 'insaf']",positive,5,102,negative,2024-08-08 13:08:25
['teşekkür'],positive,5,12,positive,2024-08-08 10:48:23
"['hediye', 'şekil', 'mesaj', 'yay', 'çalış', 'fakat', 'yalan', 'dış', 'başka', 'gerçek', 'yok']",negative,1,95,negative,2024-08-08 08:43:28
"['kötü', 'yer', 'fatura', 'para', 'yağ', 'şifre', 'unut', 'bloke', 'şifre', 'yenile', 'numara', 'ara', 'işlem', 'şifre', 'iste', 'unut', 'anla', 'aptal', 'yorum', 'çık', 'yıldız']",positive,5,179,negative,2024-08-08 00:52:31
"['iyi', 'değil']",positive,5,16,negative,2024-08-07 02:51:21
"['biyometrik', 'güvenlik', 'özellik', 'kaldır', 'yeterince', 'kötü', 'versiyon', 'yan', 'konum', 'hizmet', 'çalış', 'tuz', 'biber', 'güncelle', 'içeri', 'paye', 'kart', 'alt', 'anlaş', 'kurum', 'ekran', 'gir', 'yakın', 'göster', 'buton', 'tıkla', 'ara', 'görün', 'konum', 'özellik', 'izin', 'rağmen', 'hala', 'kullan']",negative,1,318,negative,2024-08-06 20:13:23
"['hesap', 'don', 'müşteri', 'temsilci', 'ara', 'hiçbir', 'şekil', 'yardımcı', 'giriş', 'hiçbir', 'anla', 'gerçekten', 'berbat']",negative,1,127,negative,2024-08-06 20:01:21
"['aktive', 'sorun', 'var', 'aktif', 'mesaj']",negative,1,44,neutral,2024-08-06 17:29:09
"['şifre', 'yenile', 'müşteri', 'hizmet', 'ara', 'yeni', 'şifre', 'yine', 'geçerli', 'turkcell', 'rezalet', 'turkcell', 'çalış', 'mühendis', 'uzman', 'full', 'uzak', 'eğitim', 'mezun', 'herhalde']",negative,1,195,neutral,2024-08-06 16:23:16
['süper'],positive,5,9,positive,2024-08-06 03:17:22
"['şifre', 'çağrı', 'merkez', 'ara', 'şifre', 'gir', 'şifre', 'şifre', 'iste', 'bil', 'kısır', 'döngü', 'girdi']",negative,1,111,neutral,2024-08-05 19:42:31
"['can', 'cehennem']",negative,1,19,neutral,2024-08-05 13:10:21
"['iste', 'işlem']",negative,1,17,neutral,2024-08-05 06:56:17
"['tek', 'tıkla', 'sat', 'tuş', 'oluroy']",positive,5,40,negative,2024-08-04 23:01:05
"['şifre', 'bloke', 'yardımcı']",positive,5,30,neutral,2024-08-04 18:04:46
['güzel'],positive,5,9,positive,2024-08-04 15:43:03
"['hiçbir', 'yara']",negative,1,18,negative,2024-08-03 22:00:41
"['aycell', 'uygulamisini', 'telefon', 'değiş', 'sonra', 'roos', 'hata', 'evet', 'hayır', 'bile', 'lütfen', 'yar', 'hesap', 'kadar', 'bak', 'kart', 'para', 'var', 'harca', 'düzel', 'kart', 'değiş', 'tek', 'zor', 'kal']",negative,1,217,negative,2024-08-03 21:37:48
"['hata', 'düzel', 'güzel']",positive,5,26,positive,2024-08-03 20:23:03
"['mühendis', 'gözde', 'geçir', 'tasarı', 'kov', 'kullan', 'art', 'aynı', 'zaman', 'üst', 'düzey', 'geri', 'akıl', 'müşteri', 'yapay', 'zeka', 'değiş', 'yardımcı', 'değil', 'köstek']",negative,1,181,negative,2024-08-03 18:57:43
"['şifre', 'unut', 'türlü', 'yenile', 'şifre', 'unut', 'bas', 'sonra', 'ses', 'iste', 'ses', 'doğru', 'girdi', 'saçma', 'şekil', 'tekrar', 'şifre', 'iste', 'unut', 'zaten', 'şifre', 'yen', 'bas', 'dalga', 'geç', 'şifre', 'iste', 'hata', 'giriş', 'sonra', 'müşteri', 'hizmet', 'ara', 'ora', 'git', 'üzeri', 'şifre', 'değiş', 'iste', 'dalga', 'geç', 'resmen', 'eskiden', 'ses', 'bağlantı', 'yolla', 'bağlantı', 'üzeri', 'değiş']",negative,1,425,neutral,2024-08-03 14:42:26
"['şifre', 'yenile']",positive,5,19,neutral,2024-08-03 11:22:19
"['şifre', 'güvenlik', 'don', 'giriş', 'master', 'hizmet', 'ara', 'şifre', 'yenile', 'bağ', 'lütfen', 'yardımcı']",negative,1,112,neutral,2024-08-02 22:41:32
"['nbc', 'teknoloji', 'yıldız']",negative,2,30,neutral,2024-08-02 22:37:29
"['kesinlikle', 'kullan', 'gerek', 'dolandırıcı', 'ekmek', 'tekne']",negative,1,66,negative,2024-08-02 19:03:42
"['can', 'öyle', 'iste', 'açıkla', 'yok']",negative,1,40,neutral,2024-08-02 16:05:00
"['süper', 'herkes', 'tavsiye', 'arkadaş']",positive,5,41,positive,2024-08-02 12:23:21
"['gayet', 'iyi', 'bazen', 'sorun']",positive,5,34,negative,2024-08-02 10:12:26
"['kere', 'tan', 'sonra', 'birdaha', 'i̇nternet']",negative,1,48,neutral,2024-08-02 01:12:32
"['payceel', 'sahte', 'hesap', 'fatura', 'dan', 'kes', 'kendi', 'hesap']",negative,1,71,negative,2024-08-01 23:55:41
"['paycelleden', 'bil', 'kadar', 'puan', 'kazan', 'şikayet', 'siz', 'yet', 'artık', 'dünya', 'saçma', 'bari', 'mesaj', 'taciz', 'şifre', 'unut', 'yenile', 'kod', 'doğrula', 'sonra', 'önce', 'hangi', 'şifre', 'doğra', 'giriş', 'eski', 'şifre', 'bil', 'şifre', 'unut', 'giyim', 'hatırla', 'bide', 'sakın', 'yorum', 'alt', 'bil', 'aycell', 'posta', 'adres', 'şikayet', 'yazın', 'yaz', 'cevap']",negative,1,389,negative,2024-08-01 23:50:01
"['şey', 'komisyon', 'sevin', 'kendi', 'kurum', 'öde', 'dahi', 'komisyon']",negative,2,73,neutral,2024-08-01 23:11:17
"['para', 'yükle', 'yükle', 'saat', 'iptal', 'sistem', 'hata', 'düzel']",negative,1,70,neutral,2024-08-01 21:44:33
"['aycell', 'limit', 'iken', 'limit', 'turkcell', 'marka', 'yakış']",negative,1,66,neutral,2024-08-01 17:33:03
"['kullan', 'birden', 'kullanım', 'kapa', 'şifre', 'iste', 'şifre', 'master', 'hizmet', 'ara', 'zor', 'birşey', 'mecbur', 'kin', 'ara', 'kullanırımdevamlı', 'kampanya', 'bildirim', 'gönderiyorsunuzbildirim', 'iste', 'bird', 'mesaj', 'göndermeliymişimsiz', 'bildirim', 'gönder', 'onay']",negative,1,284,negative,2024-08-01 15:27:44
['iyi'],positive,5,7,positive,2024-08-01 14:28:03
"['yurt', 'dış', 'para', 'hesap', 'yat', 'mağdur']",negative,1,49,negative,2024-08-01 13:25:06
"['hiçbir', 'yara', 'kere', 'kimlik', 'doğrula', 'hala', 'kabul', 'içeri', 'kalan', 'para', 'gasp', 'şikayet']",negative,1,109,negative,2024-08-01 10:26:53
"['puan', 'kazan', 'kazan', 'puan', 'ekle', 'kazık']",positive,5,51,neutral,2024-08-01 00:04:02
"['anla', 'altın', 'geri', 'sat', 'hesap', 'doğrula', 'yapamayıorum', 'berbat', 'öte', 'berbatttt']",negative,1,98,negative,2024-07-31 09:35:50
"['harika', 'kullanım', 'kolay', 'turkcell', 'emek', 'sağlık']",positive,5,61,positive,2024-07-31 07:34:05
"['aycell', 'şifre', 'bloke', 'master', 'hizmet', 'ara', 'karsu', 'sahip', 'yok', 'şifre', 'yenile', 'şifre', 'bil', 'alican', 'şifre', 'yad', 'yenile', 'ekim']",negative,1,159,negative,2024-07-30 19:24:43
"['güzel', 'emek', 'yürek', 'sağlık', 'şimdiden', 'teşekkür', 'hoşçakalin', 'allasmarldik']",positive,5,90,positive,2024-07-30 01:54:11
"['para', 'transfer', 'transfer', 'kaldır']",positive,5,42,neutral,2024-07-30 01:43:06
"['güven', 'değil']",negative,1,18,negative,2024-07-29 22:11:09
['güzel'],positive,5,9,positive,2024-07-29 15:19:10
"['igrenc', 'para', 'kes', 'işlem', 'paha', 'online', 'tefeci']",negative,1,62,neutral,2024-07-29 14:40:51
"['kart', 'ekle', 'limit', 'dol', 'ekle', 'adet', 'kart', 'bile', 'yok', 'böyle', 'amin']",negative,1,88,neutral,2024-07-29 14:33:51
"['turkcell', 'hizmet', 'avantaj', 'yarar', 'gir', 'hafta', 'gün', 'önce', 'para', 'yükle', 'dijital', 'hesap', 'tanımla', 'inaktif', 'kart', 'bedel', 'kes', 'mecbur', 'harca', 'belirle', 'konuş', 'müşteri', 'temsilci', 'kullan', 'öde', 'konuş', 'hemen', 'papara', 'geri', 'dön', 'lazım', 'değil', 'hizmet', 'boşuna', 'cep', 'tırtıkla', 'lazım', 'değil', 'avantaj', 'kullan']",negative,1,374,negative,2024-07-29 13:44:58
"['güzel', 'değil']",negative,1,18,negative,2024-07-29 09:52:36
"['aycell', 'önce', 'kullan', 'sil', 'şimdi', 'tekrar', 'kullan', 'telefon', 'numara', 'şifre', 'gir', 'şifre', 'değil', 'iki', 'değil', 'sonra', 'sonra', 'şifre', 'saat', 'özellikle', 'dene', 'sil', 'zaman', 'bekle', 'tekrar', 'gir', 'çalış', 'şifre', 'gir', 'yine', 'şifre', 'anla', 'değil']",positive,5,292,neutral,2024-07-29 09:17:42
"['salla', 'topla', 'puan', 'dusurmussunuz', 'bird', 'yenile', 'reklam', 'vallahi', 'sız', 'bırsey', 'ayı']",positive,5,106,negative,2024-07-28 23:48:08
"['yıldız', 'bile', 'yıl', 'fazla', 'kullaniyon', 'salla', 'topla', 'puan', 'fazla', 'çık', 'gör', 'düzel', 'gerek', 'acilen']",negative,1,125,negative,2024-07-28 20:47:52
"['turkcell', 'kadar', 'insan', 'sömür', 'başka', 'operatör', 'tanı', 'i̇nternet', 'ışık', 'hiza', 'bitir', 'telefon', 'kap', 'bile', 'tarife', 'ateş', 'paha', 'eski', 'şebeke', 'çek']",negative,1,183,negative,2024-07-28 19:09:53
"['yıl', 'şifre', 'unut', 'gir', 'müşteri', 'hizmet', 'ariyurum', 'sur', 'çüzülmüyü', 'lütfen', 'gri', 'bil', 'var']",negative,2,115,negative,2024-07-28 17:11:48
['öde'],negative,1,7,neutral,2024-07-28 14:35:24
"['geçmiş', 'puan', 'transfer', 'sil', 'örnek', 'arkadaş', 'puan', 'transfer', 'sil', 'puan', 'ata', 'kişi', 'görün', 'iste', 'sil', 'işlem', 'dahi', 'yok', 'anla', 'sil', 'bilgi', 'var', 'yaz', 'rica']",negative,1,201,neutral,2024-07-28 13:20:18
"['berbat', 'hafta', 'bit', 'puan', 'git']",negative,1,41,negative,2024-07-28 12:21:20
"['youtube', 'üye', 'hizmet', 'öde', 'aycell', 'bedel', 'aliyorbirdaha', 'aycell', 'öde', 'aşir', 'googleplay', 'kart', 'öde']",negative,1,125,neutral,2024-07-28 00:23:25
['harika'],positive,5,10,positive,2024-07-27 23:34:38
"['sürekli', 'reklam', 'çık', 'rahat', 'yıldız', 'bile']",negative,1,55,negative,2024-07-27 20:04:28
"['reklam', 'hiçbir', 'şey', 'bas', 'rağmen', 'kendi', 'kendi', 'yükle', 'boş', 'boşuna', 'insan', 'harca', 'gerçekten', 'berbat']",negative,1,129,negative,2024-07-27 18:26:30
"['paye', 'yemek', 'kart', 'kesinlikle', 'kullan', 'hesap', 'bloke', 'turkcell', 'bayi', 'git', 'gerek', 'aycell', 'ekran', 'biz', 'yok', 'diş', 'saat', 'giriş', 'mim', 'hiçbir', 'şekil', 'yönlen', 'şifre', 'gir', 'diş', 'kütahya', 'şok', 'market', 'git', 'sürekli', 'rezil', 'işlem', 'başarı', 'işlem', 'başarı', 'yok', 'öde', 'çık', 'yok', 'sadece', 'gıda', 'poşet', 'alın', 'ürün', 'tek', 'tek', 'bak', 'rağmen', 'gine', 'fark', 'öde', 'tutar', 'cikartio', 'işlem', 'iade']",negative,1,475,negative,2024-07-27 15:01:22
"['eskiden', 'aycell', 'banka', 'hesap', 'para', 'transfer', 'artık', 'yok', 'acil', 'para', 'ihtiyaç', 'aycell', 'çek', 'düzel', 'iste']",negative,1,136,negative,2024-07-26 22:05:16
"['güzel', 'öde', 'yöntem', 'barın', 'akp', 'emek', 'sağlık']",positive,5,60,positive,2024-07-26 21:56:06
"['iyi', 'sala', 'topla', 'gerek', 'ora', 'enkaz', 'puan', 'bari', 'dadı']",positive,5,73,positive,2024-07-26 21:51:47
"['rezil', 'sat', 'artık', 'ses', 'kod', 'resmen', 'kullan', 'muhatap', 'yok', 'müşteri', 'hizmet', 'ilgili', 'şikayet', 'oluş', 'ses', 'git', 'bile', 'gör', 'rezil']",negative,1,165,negative,2024-07-26 20:13:58
"['aycell', 'kredi', 'hahahahahahaha']",negative,1,37,negative,2024-07-26 19:39:11
"['sorun', 'puan', 'sat']",negative,1,24,negative,2024-07-26 14:54:28
"['şifre', 'sifirlama', 'hane', 'kod', 'gir', 'sonra', 'paycel', 'şifre', 'iste', 'bas', 'ayni', 'zaten', 'şifre', 'bil', 'yeni', 'şifre', 'sit', 'saçma', 'şifre', 'unut', 'buton', 'eklem']",negative,1,188,neutral,2024-07-26 07:28:40
"['kaç', 'gün', 'doğrula', 'kod', 'sebep']",negative,1,41,negative,2024-07-26 01:58:48
"['yara', 'pos', 'unut', 'yenile', 'çağrı', 'merkez', 'ara', 'dur', 'yer', 'hesap', 'don', 'ugrastiriyolar', 'yildiza', 'bile', 'değ', 'puan', 'hepsi', 'git', 'zaten']",negative,1,166,negative,2024-07-25 20:05:38
"['hiçbir', 'sorun', 'yaşa', 'iyi', 'hatta', 'harca', 'baş', 'puan', 'puan', 'indirim', 'çeki', 'i̇nternet', 'kazan']",positive,5,116,negative,2024-07-25 17:51:13
"['paycel', 'kart', 'fatura', 'yansı', 'para', 'yükle', 'saçmalık', 'memnun', 'değil']",negative,1,85,negative,2024-07-25 16:44:00
"['aycell', 'gir', 'gunn', 'hediye', 'kazan', 'turkcell', 'ses', 'hicbirsey', 'dunyanin', 'kötü', 'böyle', 'santim', 'iyi']",negative,1,122,positive,2024-07-25 16:02:36
"['beğen', 'herkes', 'tavsiye', 'kampanya', 'bas', 'kredi', 'falan', 'pişman', 'yaşa', 'engelle']",negative,1,96,positive,2024-07-25 15:59:31
"['bilgi', 'limit', 'artır', 'limit', 'düşür', 'saçma', 'sistem', 'mevcut', 'konu', 'hiçbir', 'yardım', 'sadece', 'sistem', 'otomatik', 'yenile', 'oyala']",negative,1,153,neutral,2024-07-25 15:41:18
"['öde', 'imkan', 'bulaş', 'turkcell', 'baş', 'bela', 'kredi', 'gün', 'geç', 'işlem', 'şua', 'gerçek', 'yaz', 'gün', 'dene', 'sakın', 'bulaş']",negative,1,141,negative,2024-07-25 12:41:27
['müthiş'],positive,5,10,neutral,2024-07-25 12:34:47
"['pay', 'kullan', 'kullanım', 'kolay', 'güzel']",positive,5,47,positive,2024-07-25 06:58:56
"['limit', 'düşür', 'fatura', 'öde', 'düzen', 'falan', 'filan', 'bahane', 'uydur', 'alaka', 'bile', 'yok', 'öde', 'düzen', 'neden', 'keyif', 'göre', 'düşür', 'akıl', 'uzak', 'dursun']",negative,1,182,neutral,2024-07-25 04:48:21
"['nakit', 'çeki', 'kapa', 'müşteri', 'iyi', 'lütfen', 'nakit', 'çeki', 'artık']",neutral,3,79,positive,2024-07-25 00:29:36
['güzel'],positive,5,9,positive,2024-07-24 23:30:42
"['hesap', 'doğrula', 'tim', 'merkez', 'git', 'hesap', 'doğru', 'doğrulanmamis']",negative,1,79,neutral,2024-07-24 21:11:49
"['sen', 'topla', 'puan', 'yenile', 'puan', 'yüksel', 'artık']",positive,5,61,neutral,2024-07-24 20:41:51
['iyi'],positive,5,7,positive,2024-07-24 18:33:01
"['sıkıntı', 'yok']",positive,5,18,negative,2024-07-24 14:45:19
"['aycell', 'kart', 'artık', 'hesap', 'görün', 'kart', 'ekle', 'hata', 'müşteri', 'hizmet', 'ara', 'bağla', 'aycell', 'şifre', 'tuş', 'tuşla', 'hata', 'şifre', 'kart', 'tekrar', 'hesap', 'görün', 'hiçbir', 'işlem', 'durum', 'can', 'sık']",negative,1,236,negative,2024-07-24 14:24:09
"['giriş', 'yapilamiyor']",negative,1,24,negative,2024-07-24 14:14:45
['telefon'],negative,1,11,neutral,2024-07-24 14:10:09
"['şifre', 'olusturdugum', 'hal', 'yanlış', 'bloke', 'gir']",negative,1,58,neutral,2024-07-24 10:57:49
"['hediye', 'sınırsız', 'eski', 'bide', 'puan', 'zor', 'kas', 'bide', 'kişi', 'puan', 'değil', 'gün']",neutral,3,100,negative,2024-07-24 10:08:23
"['şifre', 'unut', 'lütfen', 'şifre', 'gir', 'zaten', 'şifre', 'bil', 'şifre', 'unut', 'bas', 'önce', 'kadar', 'mantık', 'uzak', 'sistem', 'gör']",negative,1,144,neutral,2024-07-24 00:45:16
"['yıldız', 'bile', 'fazla', 'aycell', 'puqnlarimi', 'kullan', 'sacmaladiniz', 'iyi']",negative,1,84,positive,2024-07-23 23:08:45
"['şua', 'aycell', 'puan', 'yerine', 'ulaş', 'kazan', 'puan', 'süre', 'dol', 'kullan', 'iste', 'işlem', 'gerçek', 'puan', 'yer', 'hemen', 'düzel', 'geç', 'yok', 'telafi', 'sev']",negative,2,176,negative,2024-07-23 22:30:22
"['parsel', 'oyun', 'oyna', 'puan', 'i̇nternet', 'puan', 'görün']",positive,5,64,neutral,2024-07-23 21:47:09
"['temmuz', 'ayı', 'ıtıbarı', 'aktif', 'durum', 'gerek', 'ilk', 'limit', 'yok', 'numara', 'yansı', 'limit', 'gözük', 'ara', 'konuş', 'temsilci', 'net', 'cevap', 'hangi', 'fatura', 'eksik', 'yad', 'yanlış', 'açıkla', 'hayır', 'öyle', 'önem', 'değil', 'hayat', 'olası', 'durum', 'akil', 'kurtar', 'lütfen', 'dönük']",negative,1,312,negative,2024-07-23 21:41:46
