lemmas,positif_oneriler
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
"['güzel', 'avantaj', 'seçenek']","['avantaj seçenek', 'güzel avantaj', 'avantaj', 'seçenek', 'güzel']"
"['iyi', 'gün']","['iyi gün', 'gün', 'iyi']"
['süper'],['süper']
['teşekkür'],['teşekkür']
['iyi'],['iyi']
"['turkcell', 'yakış', 'gerçekten', 'güzel', 'hizmet', 'kullan', 'tavsiye', 'ihtiyaç', 'karşıla', 'para', 'azal', 'art', 'gerçekten', 'mükemmel', 'tebrik']","['güzel hizmet', 'turkcell yakış', 'mükemmel tebrik', 'tebrik', 'hizmet kullan']"
['güzel'],['güzel']
['süper'],['süper']
"['evet', 'arkadaş', 'merhaba', 'güzel', 'yatırım']","['güzel yatırım', 'merhaba güzel', 'arkadaş merhaba', 'merhaba', 'güzel']"
['süper'],['süper']
['iyi'],['iyi']
['harika'],['harika']
['puan'],['puan']
['teşekkür'],['teşekkür']
['harika'],['harika']
['puan'],['puan']
['iyi'],['iyi']
"['teşekkür', 'paysell']","['teşekkür paysell', 'paysell', 'teşekkür']"
"['harika', 'teşekkür']","['harika teşekkür', 'teşekkür', 'harika']"
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['beğen'],['beğen']
"['antalya', 'bölge', 'elektrik', 'öde', 'müthiş']","['elektrik öde', 'bölge elektrik', 'elektrik', 'öde müthiş', 'müthiş']"
['süper'],['süper']
['iyi'],['iyi']
"['gayet', 'iyi', 'taksit', 'imkan', 'limit', 'biraz', 'artirilirsa', 'iyi', 'kredi', 'görün', 'bugün', 'yok', 'memnun']","['limit biraz', 'artirilirsa iyi', 'biraz artirilirsa', 'iyi kredi', 'kredi görün']"
"['aysel', 'güzel', 'kaç', 'yün', 'saçma', 'kaç', 'salla', 'toplam', 'puan', 'sil', 'salla', 'topla', 'puan', 'gerek', 'başka', 'puan', 'hediye', 'zaman', 'yine', 'saçma', 'iste', 'kişi', 'puan', 'gönder', 'istek', 'bağ', 'miktar', 'puan', 'gönder', 'seçenek', 'lazım', 'dış', 'iyi']","['puan gönder', 'miktar puan', 'puan gerek', 'başka puan', 'toplam puan']"
"['süper', 'beğen']","['süper beğen', 'beğen', 'süper']"
['güzel'],['güzel']
['yalan'],['yalan']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['harika'],['harika']
"['gün', 'kendi', 'hesap', 'yeni', 'para', 'transfer', 'para', 'yok', 'hala', 'oyala', 'incele', 'şahsi', 'para', 'kullan', 'yasal', 'etik', 'iletişim', 'geç', 'kayıt', 'değer', 'cevap', 'incele', 'incele', 'para', 'iade']","['şahsi para', 'yeni para', 'para kullan', 'kendi hesap', 'para yok']"
['güzel'],['güzel']
"['tavsiye', 'ilgi', 'alaka', 'davran']","['tavsiye ilgi', 'tavsiye', 'alaka davran', 'ilgi alaka', 'davran']"
"['güzel', 'tebrik', 'turkcell']","['tebrik turkcell', 'güzel tebrik', 'tebrik', 'güzel', 'turkcell']"
['iyi'],['iyi']
"['gör', 'güzel', 'teşekkür', 'aycell']","['güzel teşekkür', 'teşekkür', 'güzel', 'gör güzel', 'teşekkür aycell']"
['iyi'],['iyi']
['nice'],['nice']
['güzel'],['güzel']
['coksuper'],['coksuper']
"['idare', 'puan', 'sınır', 'kalk', 'iste', 'kadar', 'puan', 'harika']","['puan harika', 'kadar puan', 'puan sınır', 'harika', 'idare puan']"
['güzel'],['güzel']
"['son', 'durum', 'oldukça', 'üst', 'üste', 'puan', 'düzel']","['oldukça üst', 'puan düzel', 'üste puan', 'durum oldukça', 'oldukça']"
"['paycelii', 'sev', 'mail', 'olay', 'kolay', 'getir', 'gerek', 'şifre', 'çalış', 'şekil', 'eski', 'gmail', 'gönder', 'mail', 'değiş', 'halen', 'eski', 'gmail', 'git', 'sorun', 'çöz', 'kadar', 'zor', 'mail', 'değiş', 'buton', 'getir', 'süper', 'lütfen', 'kısa', 'zaman', 'getir']","['gmail gönder', 'mail değiş', 'sev mail', 'mail olay', 'gmail']"
"['lütfen', 'paycel', 'puan', 'sil', 'kaldır', 'puan', 'topla', 'sil', 'puan', 'lütfen', 'ilgilen']","['lütfen paycel', 'puan lütfen', 'lütfen ilgilen', 'kaldır puan', 'lütfen']"
"['güzel', 'beleş', 'i̇nternet']","['güzel beleş', 'güzel', 'beleş nternet', 'beleş', 'nternet']"
['iyi'],['iyi']
['güzel'],['güzel']
"['ilk', 'baş', 'hesap', 'gir', 'sinir', 'şua', 'gayet', 'iyi', 'şekil', 'gir']","['ilk baş', 'sinir şua', 'iyi şekil', 'ilk', 'gir sinir']"
"['kaç', 'yıl', 'kullan', 'sıkıntı', 'gör', 'teşekkür']","['kaç yıl', 'yıl kullan', 'kullan sıkıntı', 'yıl', 'gör teşekkür']"
"['güzel', 'beğen']","['güzel beğen', 'güzel', 'beğen']"
"['güzel', 'tebrik']","['güzel tebrik', 'tebrik', 'güzel']"
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
"['harika', 'seçim']","['harika seçim', 'seçim', 'harika']"
"['fren', 'fire', 'kupon', 'lütfen']","['kupon lütfen', 'kupon', 'lütfen', 'fire kupon', 'fren']"
['harika'],['harika']
"['iyi', 'hazır', 'limit', 'kullan', 'para', 'kes', 'biraz', 'fazla', 'ücret', 'iyi', 'teşekkür']","['hazır limit', 'limit kullan', 'fazla ücret', 'ücret iyi', 'kullan para']"
"['yeterince', 'mutlu', 'zaman', 'zor', 'durum', 'yan', 'teşekkür']","['mutlu zaman', 'yeterince mutlu', 'mutlu', 'yan teşekkür', 'teşekkür']"
['mükemmel'],['mükemmel']
['teşekkür'],['teşekkür']
['süper'],['süper']
['süper'],['süper']
['harika'],['harika']
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
"['güzel', 'para', 'çek', 'ayrı', 'kesinti', 'banka', 'hesap', 'aktar', 'ayrı', 'kesinti']","['kesinti banka', 'banka hesap', 'para çek', 'banka', 'hesap aktar']"
['güzel'],['güzel']
"['şahane', 'sistem', 'tebrik']","['tebrik', 'şahane', 'şahane sistem', 'sistem tebrik', 'sistem']"
['süper'],['süper']
['geç'],['geç']
"['iyi', 'gün', 'aycell', 'borç', 'var', 'şua', 'turkcell', 'operatör', 'gir', 'gör', 'sözleşme', 'fark', 'kabul', 'oku', 'bilgi', 'sevin']","['şua turkcell', 'gör sözleşme', 'borç var', 'sözleşme', 'turkcell']"
"['guzell', 'aperatif', 'kazancli', 'dost']","['guzell aperatif', 'guzell', 'aperatif', 'aperatif kazancli', 'kazancli']"
"['süper', 'numara']","['süper numara', 'süper', 'numara']"
"['posta', 'yenile']","['posta yenile', 'posta', 'yenile']"
['iyi'],['iyi']
"['para', 'çık', 'puan', 'dik', 'daim', 'hergün', 'kadar', 'çık', 'para', 'amaç', 'güzel', 'tavsiye']","['para çık', 'çık para', 'güzel tavsiye', 'kadar çık', 'tavsiye']"
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
['iyi'],['iyi']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['iyi', 'gerçekten', 'kanka']","['gerçekten kanka', 'iyi gerçekten', 'iyi', 'gerçekten', 'kanka']"
['harika'],['harika']
['mükemmel'],['mükemmel']
"['aycell', 'kart', 'anlam', 'başarılıörneğin', 'müşteri', 'temsilcisimobil', 'öde', 'işlem', 'birçok', 'işlem']","['başarılıörneğin müşteri', 'müşteri temsilcisimobil', 'müşteri', 'kart anlam', 'öde işlem']"
"['güzel', 'teşekkür', 'paycel']","['teşekkür paycel', 'güzel teşekkür', 'teşekkür', 'güzel', 'paycel']"
['super'],['super']
"['güzel', 'değil', 'beğen', 'ilk', 'önce', 'beğen', 'hatta', 'güzel', 'falan', 'yorum', 'yorum', 'sil', 'ara', 'bula', 'sonra', 'kullan', 'başla', 'sonra', 'ilerle', 'zaman', 'sıkıntı', 'başka', 'getir', 'gine', 'yükle', 'iste', 'yükle', 'herkes', 'kendi', 'bil', 'bura', 'yorum', 'kişi', 'siz', 'tavsiye', 'yükle', 'kullan', 'uzak', 'dur']","['yorum kişi', 'bura yorum', 'tavsiye yükle', 'siz tavsiye', 'yorum yorum']"
['güzel'],['güzel']
"['vodafone', 'i̇ci̇n', 'hafta', 'sapil', 'yüz', 'i̇ldiz']","['vodafone ci', 'hafta sapil', 'vodafone', 'ci hafta', 'hafta']"
['güzel'],['güzel']
"['çooooooook', 'iyi']","['çooooooook iyi', 'iyi', 'çooooooook']"
"['harika', 'gür']","['harika gür', 'gür', 'harika']"
['kolay'],['kolay']
"['aycell', 'son', 'sürüm', 'gözük', 'sil', 'tekrar', 'yükle', 'yara', 'acil', 'çözüm']","['acil çözüm', 'son sürüm', 'yükle yara', 'sil tekrar', 'yara acil']"
['harika'],['harika']
"['süper', 'millet', 'kadar', 'var', 'ydiii']","['süper millet', 'süper', 'millet kadar', 'kadar var', 'kadar']"
['iyi'],['iyi']
['güzel'],['güzel']
"['puan', 'paylaş', 'sil', 'yüz']","['puan paylaş', 'paylaş sil', 'puan', 'paylaş', 'sil yüz']"
['güzel'],['güzel']
"['güzel', 'sağlık']","['güzel sağlık', 'sağlık', 'güzel']"
['mükemmel'],['mükemmel']
"['süper', 'otesii']","['süper otesii', 'süper', 'otesii']"
['tamam'],['tamam']
"['saçma', 'lütfen', 'güvenlik', 'önlem', 'değiş', 'wifi', 'gir']","['wifi gir', 'değiş wifi', 'wifi', 'lütfen güvenlik', 'güvenlik önlem']"
['teşekkür'],['teşekkür']
"['merhaba', 'güzel', 'beğendi', 'emek', 'sağlık', 'yanlış', 'tek', 'hata', 'var', 'puan', 'paylaş', 'önce', 'böyle', 'değil', 'hata', 'devam', 'sil', 'kısa', 'süre', 'ilgilen', 'rica', 'iyi', 'gün']","['merhaba güzel', 'var puan', 'iyi gün', 'rica iyi', 'ilgilen rica']"
"['muhteşem', 'aycell', 'ekip', 'emek', 'geçen', 'herkes', 'teşekkür']","['herkes teşekkür', 'teşekkür', 'muhteşem', 'geçen herkes', 'muhteşem aycell']"
"['süper', 'tavsiye']","['süper tavsiye', 'tavsiye', 'süper']"
['teşekkür'],['teşekkür']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
"['gerçekten', 'güzel']","['gerçekten güzel', 'güzel', 'gerçekten']"
"['kaza', 'kazan', 'güzel']","['kaza kazan', 'kaza', 'kazan güzel', 'güzel', 'kazan']"
['iyi'],['iyi']
['gerekli'],['gerekli']
"['beğendi', 'mükemmel', 'turkcell', 'tavsiye']","['mükemmel turkcell', 'turkcell tavsiye', 'beğendi mükemmel', 'beğendi', 'mükemmel']"
"['puan', 'paylaşım']","['puan paylaşım', 'paylaşım', 'puan']"
['teşekkür'],['teşekkür']
"['öğrenci', 'birebir']","['öğrenci birebir', 'öğrenci', 'birebir']"
['güzel'],['güzel']
"['puan', 'gönder']","['puan gönder', 'gönder', 'puan']"
"['aysel', 'güzel', 'terk', 'minnettarimyenilikler', 'yakisiyor', 'daim', 'kutla']","['terk minnettarimyenilikler', 'minnettarimyenilikler yakisiyor', 'minnettarimyenilikler', 'aysel güzel', 'güzel terk']"
['güzel'],['güzel']
"['süper', 'tavsiye', 'aradadin', 'herşey', 'fazla']","['herşey fazla', 'tavsiye aradadin', 'süper tavsiye', 'fazla', 'aradadin herşey']"
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
"['mükemmel', 'fatura', 'öde', 'güncel', 'faturalarimi', 'gör']","['güncel faturalarimi', 'mükemmel fatura', 'faturalarimi gör', 'fatura öde', 'faturalarimi']"
['başarı'],['başarı']
['iyi'],['iyi']
['iyi'],['iyi']
"['harika', 'dost', 'merhaba']","['dost merhaba', 'merhaba', 'harika dost', 'harika', 'dost']"
['muhteşem'],['muhteşem']
"['para', 'yükle', 'gün', 'hala', 'hesap', 'geç', 'dekont', 'bilgi', 'herşey', 'tekrar', 'gönder', 'incele']","['hala hesap', 'hesap geç', 'yükle gün', 'geç dekont', 'tekrar gönder']"
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
"['teşekkür', 'hoca', 'iyi', 'akşam', 'hoca', 'kitap', 'hayat', 'yaşa', 'ara', 'ince', 'çizgi', 'var', 'kuçik', 'fenerbahçe', 'maç', 'var', 'fenerbahçe', 'şike', 'gör', 'giyim', 'sağlık', 'git', 'abla', 'abla', 'ala', 'savcı', 'skandal', 'sürü', 'ödev', 'var', 'azıcık', 'dua', 'yeni', 'şimdi', 'soba', 'yak', 'okul', 'git', 'yemek', 'kadın', 'son', 'söz', 'söyle', 'hayat', 'iyi', 'kötü', 'güzel', 'inşallah', 'zor', 'bil', 'sen']","['söyle hayat', 'güzel inşallah', 'inşallah zor', 'hayat iyi', 'var azıcık']"
"['pub', 'oyun', 'paket', 'kullan']","['pub oyun', 'pub', 'oyun paket', 'oyun', 'paket kullan']"
"['iyi', 'güven']","['iyi güven', 'güven', 'iyi']"
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['siiiiiiiiiiiiii'],['siiiiiiiiiiiiii']
['süper'],['süper']
['güzel'],['güzel']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['muhteşem'],['muhteşem']
"['puan', 'kazan', 'puan', 'yükle', 'resmen', 'insan', 'kandiriyorsunuz']","['puan yükle', 'insan kandiriyorsunuz', 'puan kazan', 'kazan puan', 'kandiriyorsunuz']"
"['süper', 'hazır', 'limit', 'kullan', 'kolay']","['hazır limit', 'limit kullan', 'limit', 'kullan kolay', 'kolay']"
"['güzel', 'puan']","['güzel puan', 'güzel', 'puan']"
"['gayet', 'iki', 'program']","['iki program', 'program', 'gayet iki', 'iki', 'gayet']"
"['harika', 'bil', 'teşekkür']","['teşekkür', 'bil teşekkür', 'harika', 'harika bil', 'bil']"
['mükemmel'],['mükemmel']
['harika'],['harika']
"['güzel', 'keşke', 'vodofonlara', 'birazdaha', 'i̇nternet', 'çoğal']","['keşke vodofonlara', 'vodofonlara birazdaha', 'birazdaha nternet', 'vodofonlara', 'güzel keşke']"
"['puan', 'gönder', 'hal']","['puan gönder', 'gönder hal', 'gönder', 'puan', 'hal']"
['iyi'],['iyi']
"['aşırı', 'iyi']","['aşırı iyi', 'iyi', 'aşırı']"
"['herşey', 'güzel', 'fakat', 'i̇nternet', 'kötü']","['nternet kötü', 'güzel fakat', 'fakat nternet', 'herşey', 'herşey güzel']"
['güzel'],['güzel']
['teşekkür'],['teşekkür']
"['güzel', 'sev', 'siz']","['güzel sev', 'sev siz', 'güzel', 'siz', 'sev']"
['harika'],['harika']
"['puan', 'hemen', 'sil']","['puan hemen', 'hemen sil', 'hemen', 'puan', 'sil']"
['iyi'],['iyi']
['güzel'],['güzel']
"['güzel', 'memnun', 'kal']","['memnun kal', 'güzel memnun', 'memnun', 'güzel', 'kal']"
['süper'],['süper']
['süper'],['süper']
"['iyi', 'kullan']","['iyi kullan', 'kullan', 'iyi']"
['süper'],['süper']
"['harika', 'tskederim']","['harika tskederim', 'harika', 'tskederim']"
"['nakit', 'para', 'işlem', 'kolay', 'güzel', 'üstelik', 'bütün', 'fatura', 'i̇nternet', 'güven', 'şekil', 'tavsiye']","['para işlem', 'nternet güven', 'güven şekil', 'güven', 'fatura nternet']"
"['şey', 'yara', 'ilk', 'harca', 'hediye', 'kampanya', 'katıl', 'ilk', 'harca']","['hediye kampanya', 'ilk harca', 'katıl ilk', 'yara ilk', 'ilk']"
['keşfet'],['keşfet']
['iyi'],['iyi']
"['güzel', 'turkcell', 'teşekkür']","['turkcell teşekkür', 'güzel turkcell', 'turkcell', 'teşekkür', 'güzel']"
"['sev', 'kullan']","['sev kullan', 'kullan', 'sev']"
['süper'],['süper']
"['kazı', 'kazan', 'puan', 'kazan', 'kazan', 'kapa', 'hesap', 'kapa', 'tekrar', 'telefon', 'numara', 'gir', 'giriş', 'iste', 'telefon', 'numara', 'girdi', 'fakat', 'hane', 'numara', 'telefon', 'hesap', 'giriş', 'puan', 'kazan', 'beri', 'ilgilen', 'sevin']","['numara girdi', 'numara gir', 'numara telefon', 'tekrar telefon', 'telefon numara']"
['iyi'],['iyi']
"['pub', 'günlük', 'seç', 'oyun', 'gir']","['pub günlük', 'pub', 'seç oyun', 'oyun gir', 'oyun']"
"['harika', 'birey']","['harika birey', 'harika', 'birey']"
['süper'],['süper']
['güzel'],['güzel']
"['muhteşem', 'biraz', 'avans', 'memnun']","['muhteşem biraz', 'muhteşem', 'avans memnun', 'memnun', 'biraz avans']"
"['eposta', 'sfreöı', 'bılmıyrum', 'aysel', 'sfresınıde', 'unut', 'tırıs', 'yardımcı', 'olur']","['unut tırıs', 'eposta sfreöı', 'sfresınıde unut', 'unut', 'bılmıyrum aysel']"
"['süper', 'program']","['süper program', 'süper', 'program']"
"['i̇ninale', 'göre', 'süper', 'ilan', 'yok', 'ilan', 'süper']","['ilan süper', 'süper ilan', 'göre süper', 'yok ilan', 'süper']"
"['akli', 'akil']","['akli akil', 'akil', 'akli']"
"['sene', 'insan', 'mars', 'git', 'aycell', 'yanlış', 'gönder', 'havale', 'gün', 'iade', 'düşün', 'artık', 'hizmet', 'kalite']","['artık hizmet', 'hizmet kalite', 'gün iade', 'insan mars', 'hizmet']"
['iyi'],['iyi']
"['süper', 'herkes', 'tavsiye']","['herkes tavsiye', 'süper herkes', 'herkes', 'süper', 'tavsiye']"
['güzel'],['güzel']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['iyi', 'kullan']","['iyi kullan', 'kullan', 'iyi']"
"['gerçekten', 'mükemmel', 'herkes', 'tavsiye']","['mükemmel herkes', 'herkes tavsiye', 'gerçekten mükemmel', 'mükemmel', 'herkes']"
"['güzel', 'tavsiye', 'var']","['güzel tavsiye', 'tavsiye var', 'tavsiye', 'güzel', 'var']"
['iyi'],['iyi']
['iyi'],['iyi']
"['merhaba', 'yok', 'sen', 'kadar', 'güzel', 'kız', 'sevgili', 'var', 'sen', 'sev', 'değil', 'marifet', 'değil', 'bey', 'bayan', 'önem', 'değil']","['sevgili var', 'bey bayan', 'sevgili', 'kız sevgili', 'merhaba yok']"
"['gerçekten', 'güzel']","['gerçekten güzel', 'güzel', 'gerçekten']"
"['pratik', 'tebrik']","['pratik tebrik', 'tebrik', 'pratik']"
['kadar'],['kadar']
"['güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel']"
['iyi'],['iyi']
['süper'],['süper']
"['kadar', 'puan', 'topla', 'hala', 'yet']","['hala', 'hala yet', 'kadar puan', 'kadar', 'yet']"
['iyi'],['iyi']
"['nice', 'akp']","['nice akp', 'nice', 'akp']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['aycell', 'öde', 'kullan', 'hesap', 'para', 'kullan', 'izin']","['kullan hesap', 'hesap para', 'aycell öde', 'öde kullan', 'para kullan']"
"['harika', 'tavsiye']","['harika tavsiye', 'tavsiye', 'harika']"
"['güzel', 'açıklama', 'gerek', 'yok', 'gör']","['yok gör', 'gerek yok', 'güzel açıklama', 'yok', 'açıklama gerek']"
"['tek', 'kelime', 'harika']","['kelime harika', 'harika', 'tek kelime', 'kelime', 'tek']"
"['iyi', 'fatura', 'öde', 'puan', 'kupon', 'kazan', 'elektrik', 'fatura', 'sistem', 'çık', 'mail', 'müşteri', 'hizmetleriylede', 'görüş', 'dönüş', 'çöz']","['elektrik fatura', 'mail müşteri', 'fatura öde', 'fatura sistem', 'iyi fatura']"
"['yara', 'teşekkür']","['yara teşekkür', 'teşekkür', 'yara']"
['güzel'],['güzel']
"['sınır', 'cip', 'sistem', 'beğen', 'yarı', 'yol', 'kal', 'süre', 'uzatirmisiniz', 'şifre', 'unut', 'hesabi', 'don', 'yaz']","['uzatirmisiniz şifre', 'süre uzatirmisiniz', 'şifre unut', 'sınır cip', 'şifre']"
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
"['kart', 'bayıl', 'güzel']","['kart bayıl', 'bayıl güzel', 'güzel', 'bayıl', 'kart']"
"['uzun', 'zaman', 'kullan', 'aycell', 'oldukça', 'memnunumverilen', 'puanlarfatura', 'öde', 'faydalıemegi', 'geçen', 'herkes', 'teşekkür', 'ederimherkesin', 'yeni', 'yıl', 'kutlu', 'olsuntek', 'sorun', 'anlaş', 'elektrik', 'fatura', 'şirket', 'öde', 'yapılamıyorki', 'şirket', 'tanı', 'şirket']","['öde faydalıemegi', 'öde yapılamıyorki', 'elektrik fatura', 'fatura şirket', 'yapılamıyorki şirket']"
['süper'],['süper']
"['dünya', 'puan', 'var', 'yara', 'kullaniliyor', 'saçmaliga', 'son']","['var yara', 'saçmaliga son', 'yara', 'yara kullaniliyor', 'dünya puan']"
"['kullanım', 'kolay', 'basit', 'arayüz', 'sahip', 'hız', 'işlem', 'kolay']","['işlem kolay', 'kullanım kolay', 'sahip hız', 'hız işlem', 'kolay basit']"
"['iyi', 'var', 'aycell']","['iyi var', 'iyi', 'var', 'var aycell', 'aycell']"
['güzel'],['güzel']
"['hediye', 'sağol']","['hediye sağol', 'sağol', 'hediye']"
"['güzel', 'boş', 'şey']","['güzel boş', 'boş şey', 'boş', 'güzel', 'şey']"
"['güzel', 'kullanisli']","['güzel kullanisli', 'güzel', 'kullanisli']"
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
"['herkes', 'beğen', 'ancak', 'moderatör', 'hız', 'cevap', 'aynı', 'zaman', 'diğer', 'özellik', 'hoş', 'git', 'tek', 'sorun', 'doğrula', 'hesap', 'görün', 'becer']","['hız cevap', 'moderatör hız', 'hız', 'cevap aynı', 'sorun doğrula']"
['güzel'],['güzel']
['çokgüzel'],['çokgüzel']
"['aycell', 'posta', 'şifre', 'gönder', 'posta']","['posta şifre', 'şifre gönder', 'gönder posta', 'aycell posta', 'posta']"
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'başarı']","['güzel başarı', 'başarı', 'güzel']"
['güzel'],['güzel']
"['harika', 'limit', 'biraz', 'yüksel', 'harika', 'teşekkür', 'emek', 'sağlık']","['harika limit', 'harika teşekkür', 'teşekkür', 'limit biraz', 'teşekkür emek']"
"['iyi', 'dijital', 'banka']","['dijital banka', 'iyi dijital', 'banka', 'dijital', 'iyi']"
['harika'],['harika']
"['aylık', 'kula', 'ücret', 'yıllık', 'değ', 'papara', 'efsane', 'ücret', 'kutla', 'var', 'papara', 'kart', 'ücret', 'bile', 'yok', 'tos', 'bide', 'bin', 'bas', 'tek', 'kelime', 'pi̇şmanlik']","['efsane ücret', 'ücret yıllık', 'ücret bile', 'yıllık değ', 'kart ücret']"
['nice'],['nice']
['güzel'],['güzel']
"['puan', 'birik', 'pub', 'saat', 'kod', 'kod', 'kullan', 'hesap', 'yeni', 'kod', 'gönder', 'talep']","['kod gönder', 'saat kod', 'yeni kod', 'hesap yeni', 'pub saat']"
"['harika', 'süre', 'falan', 'kaldır', 'iyi']","['harika süre', 'kaldır iyi', 'iyi', 'harika', 'süre falan']"
"['güzel', 'kullan', 'sene', 'yakın', 'san', 'hesap', 'don', 'akıl', 'bütün', 'yol', 'dene', 'türlü', 'giriş', 'sil', 'telefon', 'gün', 'abi', 'kendi', 'akıl', 'tekrar', 'giriş', 'uğraş', 'hesap', 'don', 'hala', 'lütfen', 'msjımı', 'dikkat', 'yardım']","['msjımı dikkat', 'lütfen msjımı', 'gün abi', 'akıl tekrar', 'güzel kullan']"
['güzel'],['güzel']
"['lütfen', 'artık', 'turkcell', 'hariç', 'güzel']","['artık turkcell', 'turkcell hariç', 'turkcell', 'lütfen artık', 'hariç güzel']"
"['aycell', 'kart', 'iyi', 'kullan']","['kart iyi', 'aycell kart', 'iyi kullan', 'kullan', 'iyi']"
['güzel'],['güzel']
['iyi'],['iyi']
"['eposta', 'unut', 'aycell', 'kayıt', 'eposta', 'aycell', 'gir', 'şifre', 'unut', 'posta', 'unut', 'aycell', 'giriş', 'payceldeki', 'eposta', 'sifirlayabilirim']","['eposta sifirlayabilirim', 'payceldeki eposta', 'şifre unut', 'gir şifre', 'şifre']"
"['güzel', 'turkcell', 'ileri', 'tercih']","['güzel turkcell', 'turkcell ileri', 'turkcell', 'ileri tercih', 'tercih']"
['iyi'],['iyi']
['iyi'],['iyi']
"['evet', 'güzel', 'şekil']","['güzel şekil', 'güzel', 'evet güzel', 'evet', 'şekil']"
"['güzel', 'gerçekten', 'yıldız', 'haket']","['gerçekten yıldız', 'yıldız haket', 'yıldız', 'güzel gerçekten', 'güzel']"
['harika'],['harika']
['güzel'],['güzel']
"['güzel', 'bütün', 'işlem', 'bura', 'gerçek']","['bura gerçek', 'işlem bura', 'güzel bütün', 'gerçek', 'bütün işlem']"
"['gayet', 'başarı', 'teşekkür']","['başarı teşekkür', 'teşekkür', 'gayet başarı', 'başarı', 'gayet']"
"['aycell', 'dandik', 'aycell', 'para', 'yukleyecem', 'izin', 'para', 'yükle', 'düzel', 'acil', 'şekil']","['yükle düzel', 'para yükle', 'para yukleyecem', 'yukleyecem', 'yükle']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['selam', 'güzel', 'gerçekten', 'güzel', 'yaaâaa', 'güzel', 'sağlık', 'güzel', 'kardeş']","['selam güzel', 'güzel yaaâaa', 'yaaâaa güzel', 'selam', 'güzel kardeş']"
['süper'],['süper']
"['herzaman', 'number']","['herzaman number', 'number', 'herzaman']"
['tamam'],['tamam']
['iyi'],['iyi']
['güzel'],['güzel']
"['kullan', 'pratik', 'yıldız', 'hak', 'teşekkür']","['pratik yıldız', 'yıldız hak', 'yıldız', 'hak teşekkür', 'teşekkür']"
"['süper', 'başarı']","['süper başarı', 'başarı', 'süper']"
"['türk', 'telekom', 'yenilik']","['türk telekom', 'telekom yenilik', 'türk', 'telekom', 'yenilik']"
['güzel'],['güzel']
['iyi'],['iyi']
"['hizmet', 'güzel', 'anlaş', 'hat', 'aycell', 'kullan', 'nakit', 'kredi', 'kart', 'öde', 'sistem', 'kolay', 'herkes', 'tavsiye']","['kredi kart', 'kredi', 'nakit kredi', 'sistem kolay', 'öde sistem']"
['iyi'],['iyi']
['harika'],['harika']
"['mükemmel', 'çekiliş', 'var']","['mükemmel çekiliş', 'mükemmel', 'çekiliş var', 'çekiliş', 'var']"
['güzel'],['güzel']
"['adam', 'sin']","['adam sin', 'adam', 'sin']"
"['beğendi', 'güzel']","['beğendi güzel', 'beğendi', 'güzel']"
['iyi'],['iyi']
"['salla', 'kazan', 'puan', 'kazandimfakat', 'puan', 'bolu', 'puan', 'gozukuyor', 'siz', 'yapacaginiz', 'hemen', 'sil', 'adam', 'akil']","['puan gozukuyor', 'puan kazandimfakat', 'kazan puan', 'kazandimfakat puan', 'gozukuyor siz']"
['süper'],['süper']
"['güzel', 'limit', 'fazla']","['limit fazla', 'güzel limit', 'fazla', 'limit', 'güzel']"
['harika'],['harika']
"['val', 'beğendi', 'havale', 'öde', 'işlem', 'saniye', 'takıl', 'gecik', 'ayrıca', 'banka', 'rahat', 'tavsiye', 'teşekkür', 'aycell']","['banka rahat', 'havale öde', 'ayrıca banka', 'tavsiye teşekkür', 'banka']"
"['fidan', 'gelecek', 'güzel', 'hediyedaha', 'nice']","['hediyedaha nice', 'güzel hediyedaha', 'hediyedaha', 'gelecek güzel', 'güzel']"
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
